6780;[2, 5, 15, 22];0.41317109732335233;[1.1544425020490048, 1.0000570518771967, 1.155836780542937, 1.0060677668662237];8.60921683439785e-109
6807;[2, 5, 12, 22];0.41248071837823863;[1.1537158543165236, 1.0000505284901375, 1.155475059047193, 1.0065300196369666];1.4989102508922753e-108
6788;[2, 5, 14, 22];0.4124629188761446;[1.1528576428298611, 1.000054667096818, 1.1543326596341739, 1.0061601345669222];1.5204793564246211e-108
10289;[0, 2, 5, 22];0.41224857463550024;[1.1540278599999994, 1.1525531031471414, 1.000054652997085, 1.0061573157291293];1.8058678656852168e-108
6830;[2, 5, 10, 22];0.4121382296099436;[1.1531275092040296, 1.0000836713859003, 1.1546399207329856, 1.0061707978349443];1.9730307155610635e-108
6781;[2, 5, 15, 21];0.41212108159933203;[1.154790142166809, 1.0000587775539804, 1.1561287159444824, 1.0064726644289352];2.000359858138083e-108
8756;[1, 2, 5, 15];0.4119295334611349;[1.006463853117926, 1.1547711499937567, 1.0000590044060684, 1.1561318618931762];2.3325483504733168e-108
6808;[2, 5, 12, 21];0.4114347786140268;[1.1540734561341794, 1.000052241645138, 1.1557925313507287, 1.0069574312661713];3.467918047652223e-108
6789;[2, 5, 14, 21];0.411420190883082;[1.1532098875553487, 1.0000563906755902, 1.154641092539674, 1.0065797824962037];3.508690124992426e-108
6785;[2, 5, 15, 17];0.4113916856201446;[1.1544223206858053, 1.0000489344477228, 1.1559349109934476, 1.0061162790939606];3.589746764302725e-108
8759;[1, 2, 5, 12];0.41124439779605926;[1.0069506299075488, 1.1540547728186827, 1.0000524680987044, 1.1557979883193132];4.039307621501467e-108
8757;[1, 2, 5, 14];0.4112315626717685;[1.0065747111788077, 1.153192188037027, 1.0000566184569568, 1.1546485256875934];4.081048947820756e-108
10290;[0, 2, 5, 21];0.411207844047183;[1.1543399797198968, 1.152906277043276, 1.0000563777511768, 1.0065802483878588];4.1593205890357785e-108
6831;[2, 5, 10, 21];0.41111116748923004;[1.1534878464185379, 1.0000854980956808, 1.1549731940318824, 1.0066120281990627];4.494156105014202e-108
10573;[0, 1, 2, 5];0.411020052254206;[1.1543486197700228, 1.0065762311606594, 1.152888962529919, 1.000056605931098];4.8343100340267464e-108
8761;[1, 2, 5, 10];0.4109270775665521;[1.0066127827707456, 1.1534722154947141, 1.0000857372845497, 1.1549873141281664];5.207897178336071e-108
6793;[2, 5, 14, 17];0.41070898540264855;[1.1528487673543693, 1.0000465778288503, 1.1544690404263005, 1.0062421017783632];6.201179451571579e-108
6812;[2, 5, 12, 17];0.4107083056818609;[1.153699684912969, 1.0000424528779124, 1.1555926658144324, 1.0065955460295568];6.204553526804224e-108
10294;[0, 2, 5, 17];0.4105017335022185;[1.1541745284401228, 1.1525473690904469, 1.00004656659194, 1.006248283225162];7.31967479023652e-108
6835;[2, 5, 10, 17];0.41044486699918503;[1.153145724164416, 1.000075312308812, 1.1548647581171507, 1.0063298138754118];7.660334563061694e-108
6783;[2, 5, 15, 19];0.4101338429441851;[1.1551903635488407, 1.0000581186352693, 1.1565941669696687, 1.0070250681743975];9.823504299358994e-108
7104;[2, 3, 15, 22];0.40993285729576634;[1.154441829290786, 1.0001034055622764, 1.1558922304817107, 1.0060530577025213];1.153554920181367e-107
6933;[2, 4, 15, 22];0.4098938561912675;[1.1544418123354152, 1.0000675626632263, 1.1558511106197717, 1.0060600244839417];1.1900759307679458e-107
6524;[2, 7, 15, 22];0.40954015939698274;[1.1544418574755102, 1.0000784988856974, 1.1558612338392487, 1.0060595209296759];1.5786783463517123e-107
5995;[2, 15, 20, 22];0.40948459947747307;[1.1573490495142589, 1.1581473075995115, 1.693703784957229, 1.689063488785759];1.6503043550938726e-107
6644;[2, 6, 15, 22];0.4094829433730458;[1.1544418651977049, 1.0002170659015786, 1.1557997084415772, 1.0062632619803125];1.6524884044916344e-107
6810;[2, 5, 12, 19];0.409464961146906;[1.1544923047623346, 1.0000515827740997, 1.1563169204980044, 1.0075615749895368];1.6763896250083404e-107
6084;[2, 13, 15, 22];0.4094554598526201;[1.1552344205578293, 1.5336210723237735, 1.6702950359975945, 1.0072972465489312];1.689157315992936e-107
11935;[2, 15, 22];0.40944194332981343;[1.154441812175971, 1.1557913897038548, 1.0060496012765694];1.7402983924416837e-108
6791;[2, 5, 14, 19];0.40942426857635505;[1.1536078362463191, 1.0000557260012826, 1.1551033460196451, 1.007129979293003];1.7317577415479206e-107
7131;[2, 3, 12, 22];0.40924879038919804;[1.1537156881161335, 1.0000888709234586, 1.1555212356332432, 1.0065153651198466];1.992194390205634e-107
7112;[2, 3, 14, 22];0.40922562439406707;[1.1528571707610837, 1.000097180264284, 1.1543836045423026, 1.0061454397241398];2.029377462917826e-107
10292;[0, 2, 5, 19];0.40920905399822827;[1.1547991162352098, 1.1533029639356929, 1.0000557121148685, 1.0071278321935164];2.0563982014461602e-107
6960;[2, 4, 12, 22];0.4092062425269585;[1.153715560656005, 1.000057392975907, 1.155485171714533, 1.0065222418354713];2.061018257385258e-107
6941;[2, 4, 14, 22];0.40918861451832056;[1.1528571061025337, 1.0000632365577575, 1.154344730275147, 1.0061523642865726];2.0902231410796677e-107
6833;[2, 5, 10, 19];0.40910134948462407;[1.153880594749813, 1.0000848542474752, 1.1554181236695684, 1.0071470259990056];2.2409939525529585e-107
10326;[0, 2, 3, 22];0.4090094034366316;[1.1540786960854308, 1.1525526384675973, 1.0000970835179088, 1.0061426205773436];2.411606218623631e-107
6267;[2, 10, 13, 22];0.4089920466208914;[1.1553718941532372, 1.567122961298937, 1.440421025571588, 1.0075303561046913];2.44523824870666e-107
10307;[0, 2, 4, 22];0.4089742661143285;[1.1540398976336297, 1.152552571557498, 1.0000631966165139, 1.006149544994204];2.4801766019846926e-107
6092;[2, 13, 14, 22];0.4089272780549812;[1.1540104270703964, 1.5093968270647062, 1.641776612089432, 1.007397315149628];2.5749235459364328e-107
7154;[2, 3, 10, 22];0.4089201022522444;[1.1531255140154386, 1.0001438016589252, 1.1547112175226362, 1.0061554891042233];2.589707389342901e-107
7105;[2, 3, 15, 21];0.40890887754505023;[1.1547894240369352, 1.0001040791338787, 1.1561841875250662, 1.006456890476642];2.6130029793983012e-107
6983;[2, 4, 10, 22];0.40886094603530454;[1.153125684182663, 1.0000985161236133, 1.1546592393925306, 1.006162809250206];2.714855296925856e-107
6551;[2, 7, 12, 22];0.40885540240704565;[1.153715781972496, 1.0000660643701944, 1.155492675038027, 1.0065217104140316];2.726887958682244e-107
6934;[2, 4, 15, 21];0.4088520607469396;[1.1547894118876694, 1.0000684820341605, 1.1561429923472533, 1.006464107450109];2.734166855004394e-107
6532;[2, 7, 14, 22];0.4088357149067747;[1.1528572252627511, 1.000073135439158, 1.1543536429851184, 1.006151846081886];2.77005214798538e-107
6419;[2, 8, 15, 22];0.40882578037625683;[1.1544418161384284, 1.000074970232506, 1.1558579021627624, 1.006060357352099];2.792091419852912e-107
6328;[2, 9, 15, 22];0.40882495170009714;[1.1544448686117348, 1.000039461908324, 1.155814793048092, 1.0060574909210116];2.793937684751952e-107
6023;[2, 14, 20, 22];0.4088057982480906;[1.155676586188899, 1.156452738617688, 1.6934252706367663, 1.6892059902070835];2.8369521209557593e-107
6671;[2, 6, 12, 22];0.40880534685292247;[1.1537154843388733, 1.0002150728039, 1.1554432331200408, 1.006725087664231];2.8379737857773374e-107
6104;[2, 12, 20, 22];0.4087915236643209;[1.1567245660583205, 1.1580599857183576, 1.6940952065937216, 1.6891422770719486];2.8694388896951097e-107
