1984;0.274205
1985;0.38623
1986;0.477574
1987;0.593501
1988;0.657238
1989;0.743277
1990;0.792269
1991;0.907417
1992;0.982212
1993;1.07011
1994;1.13909
1995;1.18417
1996;1.22032
1997;1.27212
1998;1.33548
1999;1.37633
2000;1.41764
2001;1.44259
2002;1.47149
2003;1.50492
2004;1.56301
2005;1.63184
2006;1.68230
2007;1.72136
2008;1.75607
2009;1.79649
2010;1.81972
2011;1.84813
2012;1.88790
2013;1.91417
2014;1.94852
