Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num;ID
0.1238;2.4847;de Gros Jean;2003;Arves;2967.94964;2807;3169;2937;670.782274;ESE;6.33951;45.1236;G006340E45124N;12;90;3320
0.0709;1.7572;des Aiguilles d'Arves;2003;Arves;3078.941176;2963;3195;3076;387.0753721;ESE;6.34062;45.1275;G006341E45127N;12;90;3458
0.0888;2.8079;de la Clapiere;2003;Galibier;2819.747253;2645;3114;2755;638.2780057;N;6.43954;45.0655;G006440E45066N;13;0;3372
0.0164;0.9504;Rampant / Ouest de Villard Notre Dame;2003;Ecrins;2867.391304;2766;2933;2868;280.6196524;N;6.02842;44.9838;G006028E44984N;15;0;
0.1177;2.1128;Ouest de la Selle;2003;Ecrins;3257.155556;3071;3481;3265;616.1391333;SSW;6.26003;44.9945;G006260E44995N;15;180;3311
1.2283;10.48;du Rateau;2003;Ecrins;2836.76414;2297;3728;2835;2151.209354;NNE;6.2841;45.0117;G006284E45012N;15;0;3272
1.8968;16.4729;de la Selle 1;2003;Ecrins;3144.841667;2696;3748;3128.5;2054.64211;SW;6.27415;44.9919;G006256E44974N;15;225;3680
0.0047;0.2949;du Col du Replat;2003;Ecrins;3192.714286;3166;3220;3190;89.63360596;S;6.28156;44.9832;G006282E44983N;15;180;0
0.0205;0.8538;de la Breche du Rateau 2;2003;Ecrins;3166.464286;3119;3200;3170;157.1871213;NE;6.28544;44.9901;G006285E44990N;15;45;3302
0.0429;1.5898;de la Breche du Replat;2003;Ecrins;3192.090909;3131;3261;3186.5;433.5865554;E;6.28548;44.9866;G006285E44987N;15;90;3271
0.1855;4.1153;de la Breche du Rateau 1;2003;Ecrins;3233.115;2991;3456;3243;829.1797402;SE;6.28729;44.9947;G006287E44995N;15;135;3494
0.58;5.6657;des Etancons 1;2003;Ecrins;3191.6025;2918;3566;3173.5;1028.733124;SE;6.29281;44.9981;G006293E44998N;15;135;3587
0.0289;0.8531;de l'Arena Suspendu;2003;Ecrins;3037.205128;2955;3111;3042;249.9904987;NE;6.27235;44.9541;G006272E44954N;15;45;3634
0.1282;2.1012;de l'Arena;2003;Ecrins;2947.213115;2790;3083;2947;587.6435211;NE;6.27026;44.9567;G006270E44957N;15;45;3578
0.0101;0.5364;du Col Sud du Plaret 1;2003;Ecrins;3136.6;3099;3167;3139.5;62.24397022;W;6.25982;44.9577;G006260E44958N;15;270;3770
0.0376;1.4605;Ouest de la Tete du Rouget;2003;Ecrins;2986.372093;2874;3059;3000;360.6358232;NW;6.25711;44.9543;G006257E44954N;15;315;3560
0.0388;1.4016;du Col Nord du Plaret;2003;Ecrins;3179.44186;3118;3229;3180;283.6893877;W;6.26094;44.9612;G006261E44961N;15;270;3362
0.009;0.4203;Sud Est du Soreiller 1;2003;Ecrins;3130.818182;3110;3152;3129;110.3588051;WSW;6.25738;44.9648;G006257E44965N;15;270;0
0.0263;0.7774;du Soreiller;2003;Ecrins;2974.774194;2931;3021;2972;195.8522548;SSE;6.24517;44.9657;G006245E44966N;15;180;3324
0.0927;2.218;Ouest du Diable;2003;Ecrins;2909.436975;2626;3246;2924;543.7372488;NNW;6.23941;44.9703;G006239E44970N;15;0;3590
0.0337;1.5501;Ouest du Soreiller;2003;Ecrins;3015.857143;2968;3077;3000;329.5114755;S;6.23505;44.9652;G006235E44965N;15;180;3327
0.0332;1.0851;Suspendu 2;2003;Ecrins;3187.977273;3067;3307;3195.5;271.913589;NNE;6.22308;44.9662;G006223E44966N;15;0;3275
0.024;0.7762;de Burlan;2003;Ecrins;2675.269231;2621;2735;2677;238.4226449;N;6.21691;44.9704;G006217E44970N;15;0;3253
0.0184;0.6596;du Routier Inferieur;2003;Ecrins;3006.904762;2977;3025;3011;175.0493092;NNW;6.21445;44.9631;G006214E44963N;15;0;3593
0.0097;0.5793;du Routier Superieur;2003;Ecrins;3100.714286;3061;3137;3106.5;121.5486132;WSW;6.21749;44.964;G006217E44964N;15;270;3428
1.4477;8.6726;du Tabuchet;2003;Ecrins;3215.967819;2695;3800;3203;2145.652827;NNE;6.32108;45.0145;G006321E45014N;15;0;3678
0.0078;0.5576;Seille Vieille 3;2003;Ecrins;2672.9;2647;2714;2671.5;46.49847367;NNW;6.34269;45.02;G006343E45020N;15;0;0
0.0081;0.3935;Seille Vieille 2;2003;Ecrins;2769;2744;2803;2767;146.9980533;NE;6.3397;45.0196;G006340E45020N;15;45;0
0.0499;1.1616;Seille Vieille 1;2003;Ecrins;3024.068966;2921;3099;3028;371.5091013;ENE;6.33549;45.0192;G006335E45019N;15;90;3255
0.563;6.1061;de l'Homme;2003;Ecrins;3257.745318;2709;3798;3271.5;2025.606266;ENE;6.32871;45.0102;G006329E45010N;15;90;3572
1.5883;11.137;du Lautaret;2003;Ecrins;2924.495108;2241;3710;2945.5;2881.766604;NE;6.33899;45.0065;G006339E45007N;15;45;3679
0.2806;4.2623;d'Armende;2003;Ecrins;2924.756014;2428;3309;2929;1100.698185;N;6.3449;45.004;G006345E45004N;15;0;3385
0.0737;1.2542;le Fauteuil Glacier;2003;Ecrins;3131.703125;3042;3211;3135.5;265.9247451;N;6.35381;45.0031;G006354E45003N;15;0;3350
0.0514;1.0722;Claire 3;2003;Ecrins;3276.591837;3171;3324;3280;205.5567164;SW;6.3438;44.9966;G006344E44997N;15;225;3342
0.1038;2.1319;Claire 1;2003;Ecrins;3470.975;3237;3673;3486.5;647.7860791;ESE;6.33612;44.9981;G006336E44998N;15;90;3467
0.0317;1.0362;du Clot Boucharet;2003;Ecrins;2983.1875;2889;3058;2986;180.5823689;ENE;6.36075;44.9998;G006361E45000N;15;90;3300
1.1063;10.7273;du Clot des Cavales;2003;Ecrins;2926.958861;2528;3407;2931.5;1532.889512;NE;6.33104;44.9769;G006331E44977N;15;45;3437
0.6692;8.7617;de la Grande Ruine;2003;Ecrins;3137.189732;2853;3434;3132.5;971.2000381;WNW;6.32086;44.9652;G006321E44965N;15;270;3319
0.0467;1.1327;du Bourcet;2003;Ecrins;3266.038462;3190;3347;3272.5;365.0072319;WSW;6.32077;44.9592;G006321E44959N;15;270;3477
1.182;9.8555;du Monetier 2;2003;Ecrins;3198.72973;2859;3449;3205.5;1197.264504;NNE;6.45027;44.9335;G006450E44934N;16;0;3553
0.5021;6.4549;du Monetier 1;2003;Ecrins;3273.05919;2886;3490;3288;1269.585113;E;6.43894;44.9487;G006439E44949N;16;90;3588
0.1911;2.9786;du Reou d'Arsine;2003;Ecrins;3005.47027;2764;3227;3012;867.831214;NNW;6.43061;44.9627;G006431E44963N;16;0;3343
1.1524;8.9541;du Casset 1;2003;Ecrins;3063.256516;2288;3588;3109;2389.577901;NNE;6.43908;44.9565;G006439E44956N;16;0;3772
2.2839;13.1043;d'Arsine;2003;Ecrins;2882.170629;2476;3579;2835;2937.916887;NNW;6.41631;44.9589;G006416E44959N;16;0;3264
0.0547;1.2808;Tuckett 1;2003;Ecrins;3339.676923;3214;3428;3349;382.5258004;SW;6.42343;44.9495;G006423E44950N;16;225;3448
0.1079;3.0449;du Rif de la Planche;2003;Ecrins;2975.075758;2701;3197;2982.5;985.5948017;NE;6.393;44.9674;G006393E44967N;16;45;3315
0.0156;0.6046;du Dragon;2003;Ecrins;2899.214286;2862;2951;2896;167.9687382;ENE;6.38887;44.9716;G006389E44972N;16;90;3515
0.0475;1.8255;de Chamoissiere;2003;Ecrins;2896.1;2732;3033;2886.5;410.0226845;NE;6.3841;44.9766;G006384E44977N;16;45;3387
2.8351;18.3993;de la Plate des Agneaux / de Tombe Muree;2003;Ecrins;2714.457055;2201;3377;2710.5;4472.833321;NE;6.34987;44.954;G006350E44954N;15;45;
0.0211;0.9155;de la Somme;2003;Ecrins;3057.363636;2993;3142;3057;306.0963221;W;6.32659;44.9449;G006327E44945N;15;270;3544
0.0041;0.2514;d'Alvau 2;2003;Ecrins;3052;3040;3067;3050.5;61.14782296;WSW;6.33809;44.9416;G006338E44942N;15;270;0
0.0136;0.5401;de la Breche d'Alvau 2;2003;Ecrins;3113.533333;3098;3138;3112;99.31242241;W;6.35019;44.9405;G006350E44941N;15;270;3476
0.347;6.5911;de la Roche Faurio;2003;Ecrins;2958.081232;2522;3393;2935;1023.625279;NNW;6.36964;44.9522;G006370E44952N;16;0;3447
0.4621;4.751;des Agneaux;2003;Ecrins;3223.57398;2813;3512;3239;1040.076389;NNW;6.38348;44.9602;G006383E44960N;16;0;3682
1.9229;11.1557;de Bonnepierre 1;2003;Ecrins;2820.811429;2431;3330;2818.5;3558.570987;W;6.33741;44.9309;G006337E44931N;15;270;3810
0.246;3.7671;de la Vera Pervoz;2003;Ecrins;2827.612613;2632;3028;2825;1226.147679;W;6.3287;44.9191;G006329E44919N;15;270;3328
1.2229;8.8651;du Vallon de la Pilatte;2003;Ecrins;3330.841693;2924;3754;3330.5;1386.24246;SW;6.34726;44.9191;G006347E44919N;16;225;3686
0.0253;0.9953;de la Temple 2;2003;Ecrins;3095.411765;3041;3143;3099.5;369.7614878;SW;6.35251;44.9037;G006353E44904N;16;225;3424
0.0577;1.8545;de la Temple 3;2003;Ecrins;3218.964912;3136;3284;3222;330.3311041;NW;6.35327;44.8995;G006353E44900N;16;315;3496
0.2844;3.2013;de la Momie;2003;Ecrins;2791.14;2580;3016;2781;877.6135125;NNE;6.40167;44.9099;G006402E44910N;16;0;3433
0.9584;11.7326;Clot-de-l'Homme / Pelvoux / Violettes;2003;Ecrins;3365.407459;2582;3912;3437.5;2649.076297;NE;6.40818;44.8997;G006408E44900N;16;45;3270
0.4998;5.4656;de Sialouze;2003;Ecrins;3386.056548;3122;3603;3384.5;1100.586169;S;6.39115;44.8901;G006391E44890N;16;180;3270
0.1814;1.9456;du Coup de Sabre 1;2003;Ecrins;3317.44382;3141;3497;3319;609.5239657;SE;6.37637;44.8852;G006376E44885N;16;135;3780
0.6354;6.0088;de l'Ailefroide 1;2003;Ecrins;3372.82227;2968;3770;3400;1284.88038;S;6.36393;44.882;G006364E44882N;16;180;3685
0.0524;1.1464;Suspendu de l'Ailefroide;2003;Ecrins;3614.903226;3445;3785;3616;288.7311308;N;6.36047;44.8899;G006360E44890N;16;0;3383
0.0585;1.6621;Long;2003;Ecrins;3222.407407;2932;3416;3253;511.7126191;NNW;6.34775;44.8847;G006348E44885N;16;0;3469
0.2871;3.9619;de Coste Rouge;2003;Ecrins;2855.851145;2587;3209;2838.5;1250.554094;W;6.35113;44.8905;G006351E44891N;16;270;3456
0.0931;2.7092;Gris;2003;Ecrins;3046.390476;2941;3248;3031;376.9779547;WNW;6.34529;44.8769;G006345E44877N;16;270;3479
0.0367;0.9938;de la Cime du Coin;2003;Ecrins;3376.025641;3311;3427;3379;294.0162607;W;6.34893;44.8748;G006349E44875N;16;270;3441
0.4421;6.8675;de l'Ailefroide 2;2003;Ecrins;3264.946588;2996;3612;3232;879.5215386;SSE;6.3556;44.8783;G006356E44878N;16;180;3364
0.1108;2.3991;de l'Ailefroide 3;2003;Ecrins;3236.417323;2971;3435;3256;614.3033607;NE;6.35725;44.8685;G006357E44868N;16;45;3365
0.2216;4.283;des Boeufs Rouges;2003;Ecrins;3149.901869;2753;3360;3183;773.2504955;N;6.38878;44.8641;G006389E44864N;16;0;3416
0.1967;3.9547;du Coin;2003;Ecrins;3044.73057;2871;3227;3047;589.3343095;WNW;6.34732;44.8645;G006347E44864N;16;270;3630
0.0266;0.7627;Ouest des Bans;2003;Ecrins;3355.515152;3286;3417;3356;219.937576;SSW;6.32894;44.8503;G006329E44850N;16;180;3375
0.0191;0.6598;du Gersa;2003;Ecrins;2967.913043;2939;3017;2965;224.8009678;SE;6.36643;44.8522;G006366E44852N;16;135;3551
0.1338;2.1411;du Fournet 1;2003;Ecrins;3200.582677;3071;3308;3204;434.7591823;S;6.35797;44.8527;G006358E44853N;16;180;3783
0.12;2.203;des Bans;2003;Ecrins;3074.570313;2787;3369;3069;810.1594717;SE;6.34186;44.8467;G006342E44847N;16;135;3487
0.6071;6.7751;de la Condamine;2003;Ecrins;2563.520513;2308;3104;2541;1122.367143;NW;6.31818;44.8445;G006318E44844N;19;315;3688
0.8903;9.2989;du Says;2003;Ecrins;3034.056399;2714;3295;3040;1072.811949;N;6.31917;44.8668;G006319E44867N;16;0;3693
0.1662;2.4022;du Gioberney 1;2003;Ecrins;3138.328125;3031;3225;3137;326.0897242;E;6.3216;44.8612;G006322E44861N;16;90;3787
0.1398;2.3006;de Boverjat;2003;Ecrins;3059.312057;2931;3170;3062;559.9129935;ENE;6.31128;44.8791;G006311E44879N;15;90;3557
0.0183;0.8286;du Cheret;2003;Ecrins;2870.153846;2784;2954;2868;226.6585624;NNE;6.31466;44.8901;G006315E44890N;15;0;3417
0.0101;0.4059;du Col du Cheret;2003;Ecrins;2926.636364;2903;2951;2930;111.1226079;E;6.31417;44.8843;G006314E44884N;15;90;3523
0.0351;0.8628;du Vaccivier;2003;Ecrins;2958.075;2897;3009;2958;267.1957619;SE;6.28889;44.8713;G006289E44871N;15;135;3334
0.036;1.4805;de la Grande Roche 3;2003;Ecrins;2893.352941;2769;3029;2894;402.5601711;SE;6.2654;44.8639;G006265E44864N;15;135;3564
0.0093;0.3955;de la Grande Roche 2;2003;Ecrins;3055.333333;3035;3076;3056;81.97883206;S;6.27151;44.8688;G006272E44869N;15;180;0
0.4082;5.7275;de l'Encoula;2003;Ecrins;2922.71831;2611;3422;2887;1233.694313;NNE;6.2848;44.9108;G006285E44911N;15;0;3493
0.0519;1.2371;de Petit Pierre;2003;Ecrins;3262.157895;3109;3378;3269;402.9357782;W;6.27919;44.906;G006279E44906N;15;270;3421
0.1192;2.4585;du Col de l'Encoula;2003;Ecrins;3240.644928;3055;3455;3235.5;519.1488608;NW;6.27854;44.9022;G006279E44902N;15;315;3282
0.1211;2.0964;de l'Ane;2003;Ecrins;3086.807692;2947;3238;3081;705.2222935;E;6.26883;44.8822;G006269E44882N;15;90;3363
0.079;1.9826;de l'Etret;2003;Ecrins;3171.230769;3111;3232;3174;461.0070061;SSE;6.2462;44.8861;G006246E44886N;15;180;3481
0.3182;5.0148;de la Lavey (Nord);2003;Ecrins;3152.013575;2994;3291;3155;808.4011252;W;6.25935;44.8819;G006259E44882N;15;270;3538
0.0907;1.7059;du Clocher de l'Etret;2003;Ecrins;3208.549451;3076;3373;3191;445.6998103;WNW;6.24104;44.8931;G006241E44893N;15;270;3382
0.206;3.3518;des Fetoules;2003;Ecrins;3171.607843;2908;3394;3178.5;753.6061435;NW;6.23546;44.903;G006235E44903N;15;315;3623
0.0298;0.8099;de la Pointe Jeanne;2003;Ecrins;3058.121212;2985;3141;3060;186.8624835;ENE;6.24101;44.9043;G006241E44904N;15;90;3510
0.0227;0.7603;de l'Ours;2003;Ecrins;2974.681818;2918;3034;2977.5;236.2206701;NW;6.23481;44.9139;G006235E44914N;15;315;3283
1.6098;14.6937;du Fond de la Muhande 1;2003;Ecrins;2782.773842;2382;3226;2785.5;1899.563238;NW;6.24255;44.8554;G006243E44855N;15;315;3813
0.0332;0.8616;de la Grande Roche 4;2003;Ecrins;2866.119048;2765;2952;2872.5;274.4262172;SE;6.26049;44.8598;G006260E44860N;15;135;3594
0.0188;0.5606;de la Grande Roche 5;2003;Ecrins;2887;2840;3023;2883;139.4881079;ESE;6.25861;44.8564;G006259E44856N;15;90;3355
0.0162;0.536;de la Rouye 4;2003;Ecrins;2741.375;2685;2794;2743.5;162.3873978;SE;6.22273;44.8469;G006223E44847N;15;135;3426
0.0529;1.1419;du Vallon 2;2003;Ecrins;3258.890625;3122;3349;3268;384.2526829;SW;6.22157;44.8516;G006222E44852N;15;225;3526
0.0573;1.4638;du Vallon 3;2003;Ecrins;2889.870968;2834;2965;2886.5;201.7782442;WSW;6.21403;44.8509;G006214E44851N;15;270;3621
0.8079;5.9876;des Sellettes Est 1;2003;Ecrins;2705.905242;2391;3184;2685.5;1596.010224;N;6.21633;44.8617;G006216E44862N;15;0;3791
0.1114;2.2539;de l'Olan;2003;Ecrins;2998.260163;2824;3183;3009;450.5741528;SSE;6.20064;44.8543;G006201E44854N;15;180;3580
0.6806;4.4316;des Sellettes Ouest 1;2003;Ecrins;2925.450402;2560;3210;2916;1268.37224;NE;6.20402;44.8656;G006204E44866N;15;45;3796
0.0929;3.2356;de la Maye;2003;Ecrins;2418.103093;2310;2538;2419;466.5020654;NW;6.1882;44.8598;G006188E44860N;15;315;3454
0.4843;7.2625;d'Entre Pierroux;2003;Ecrins;2664.116972;2304;3211;2646.5;1201.211022;N;6.19473;44.8827;G006195E44883N;15;0;3695
0.0306;0.9098;d'Aiguille Rousse 2;2003;Ecrins;2995.756757;2884;3052;3010;302.0291886;NE;6.18514;44.8816;G006185E44882N;15;45;3431
0.0087;0.4889;Col du Canard;2003;Ecrins;2885.923077;2864;2914;2884;179.6219748;ENE;6.18237;44.906;G006182E44906N;15;90;0
0.0127;0.7383;Ouest de la Tete de Caborne;2003;Ecrins;2752.315789;2704;2816;2751;119.6612625;NNW;6.18246;44.9109;G006182E44911N;15;0;3370
0.0871;1.7068;du Petit Vallon;2003;Ecrins;3076.695122;2974;3166;3078.5;453.2619698;SSW;6.17395;44.892;G006174E44892N;15;180;3399
0.0419;1.7224;du Lac 1;2003;Ecrins;3028.632653;2901;3106;3048;415.6117992;ENE;6.17834;44.8926;G006178E44893N;15;90;3445
0.0739;1.9364;du Bec de Canard;2003;Ecrins;3008.97561;2887;3152;2985;494.954079;E;6.179;44.8956;G006179E44896N;15;90;3613
0.1044;1.9284;du Grand Vallon 3;2003;Ecrins;2971.721649;2860;3108;2971;487.4677023;WSW;6.16609;44.8947;G006166E44895N;15;270;3403
0.0094;0.4162;Est de la Haute Pisse 1;2003;Ecrins;2824.916667;2807;2841;2826.5;145.5113794;SW;6.13994;44.9069;G006140E44907N;15;225;0
0.0599;2.4392;Est de la Haute Pisse 2;2003;Ecrins;2850.866667;2766;2936;2858;427.1110177;SW;6.14416;44.9032;G006144E44903N;15;225;3331
0.0053;0.3832;de la Paroi Ouest des Liches 2;2003;Ecrins;3017.333333;2971;3047;3027;149.518901;W;6.14565;44.913;G006146E44913N;15;270;0
0.0167;0.7475;de la Paroi Ouest des Liches 1;2003;Ecrins;2888.571429;2833;2942;2890;206.0168844;WNW;6.14337;44.914;G006143E44914N;15;270;3318
0.478;6.7836;du Montagnon;2003;Ecrins;2860.273927;2672;3052;2861;694.6968847;NW;6.13899;44.9117;G006139E44912N;15;315;3697
0.0898;2.9916;du Pierroux (Ouest);2003;Ecrins;2930.4;2703;3176;2918;944.6806837;N;6.14901;44.9305;G006149E44931N;15;0;3285
0.0121;0.5967;de la Paroi du Pierroux;2003;Ecrins;2913.888889;2836;2964;2914;204.7613281;NNE;6.1594;44.9307;G006159E44931N;15;0;3636
0.0342;1.6016;du Pierroux (Est);2003;Ecrins;2793.073171;2662;2966;2774;328.1259511;NE;6.16217;44.9305;G006162E44931N;15;45;3559
0.0145;0.6743;de Coin Charnier;2003;Ecrins;3021.789474;2951;3052;3032;180.9201926;WNW;6.11166;44.9088;G006112E44909N;15;270;3310
0.0528;1.2328;Courbe 1;2003;Ecrins;3010.4;2930;3089;3016;350.3938364;WNW;6.10979;44.9163;G006110E44916N;15;270;3805
0.3137;4.2775;de la Grande Montagne 4;2003;Ecrins;3015.247826;2807;3163;3023.5;655.5042555;E;6.11212;44.9254;G006112E44925N;15;90;3472
0.0223;0.7359;Sud de la Muzelle (?);2003;Ecrins;2987.928571;2937;3032;2986.5;161.1409455;SSW;6.10378;44.928;G006104E44928N;15;180;
0.1351;1.9765;de la Grande Montagne 3;2003;Ecrins;3080.07563;2932;3208;3078;556.6795248;ESE;6.11125;44.9287;G006111E44929N;15;90;3516
0.0657;1.4616;de la Grande Montagne 2;2003;Ecrins;3075.880597;2981;3174;3080;309.1495799;E;6.11369;44.934;G006114E44934N;15;90;3306
0.0135;0.5253;de la Grande Montagne 1;2003;Ecrins;3004.882353;2966;3048;3002;192.8571123;E;6.11427;44.9363;G006114E44936N;15;90;3436
0.374;7.0094;de la Muzelle;2003;Ecrins;3008.885449;2654;3323;3009;1209.620819;N;6.10853;44.9357;G006109E44936N;15;0;3361
0.0327;1.1235;du Clapier du Peyron 1;2003;Ecrins;2874.571429;2813;2950;2868;168.0667478;NE;6.07967;44.9405;G006080E44941N;15;45;3807
0.0256;1.1696;du Peyron / de l'Embernard;2003;Ecrins;2813.78125;2744;2930;2796;207.9478304;NW;6.07944;44.9489;G006079E44949N;15;315;3455
0.0602;1.5618;des Souffles;2003;Ecrins;2677.820513;2547;2800;2675.5;419.2362333;NE;6.1358;44.867;G006136E44867N;15;45;3455
0.1845;3.6952;du Mourre la Mine;2003;Ecrins;2830.705556;2614;3003;2829;787.4703274;NNE;6.2103;44.747;G006210E44747N;19;0;3332
0.1112;2.0792;de Crupillouse;2003;Ecrins;2784.161017;2628;2961;2795;325.1292507;N;6.23136;44.7718;G006231E44772N;19;0;3509
0.0822;1.7377;Plat;2003;Ecrins;2894.523256;2808;2970;2896.5;506.4853518;WNW;6.23654;44.7749;G006237E44775N;19;270;3626
0.0655;1.7265;de Parieres;2003;Ecrins;2806.813333;2675;2932;2812;454.6544244;NNW;6.24213;44.7824;G006242E44782N;19;0;3462
0.0266;0.828;de Mandare 1;2003;Ecrins;2995.708333;2962;3071;2987.5;197.9381015;N;6.39772;44.8008;G006398E44801N;16;0;3786
0.1289;2.3772;de l'Aigliere 1;2003;Ecrins;2969.865079;2858;3117;2964.5;572.9942113;NNE;6.4039;44.803;G006404E44803N;16;0;3785
0.1375;2.3718;de Vallonpierre;2003;Ecrins;3087.075188;2832;3242;3099;675.0051756;WNW;6.30076;44.7882;G006301E44788N;19;270;3597
0.1759;2.942;de la Veyrardonne;2003;Ecrins;2897.976879;2703;3092;2904;813.1270585;SE;6.31249;44.7854;G006312E44785N;19;135;3305
0.7256;8.0094;du Sirac;2003;Ecrins;2720.834008;2369;3188;2695.5;1305.203026;NNW;6.31636;44.7963;G006316E44796N;19;0;3690
0.3281;6.0773;de Chanteloube;2003;Ecrins;2816.335548;2545;3098;2806;1029.887594;NE;6.34678;44.7987;G006347E44799N;16;45;3691
0.5774;5.194;de Chabourneou;2003;Ecrins;2755.034343;2324;3139;2795;1284.544251;NNW;6.33144;44.803;G006331E44803N;19;0;3689
0.0305;0.8908;de Jarroux;2003;Ecrins;3057.852941;2990;3091;3063;189.1085615;E;6.34231;44.8073;G006342E44807N;16;90;3632
0.032;0.8811;du Queyre;2003;Ecrins;2795.285714;2691;2909;2794.5;197.8419117;E;6.34548;44.805;G006345E44805N;16;90;3398
0.0489;1.7832;du Col de Sirac (?);2003;Ecrins;2858.126984;2614;3045;2862;611.3475974;WNW;6.33841;44.8126;G006338E44813N;19;270;3532
0.0148;0.5886;du Pic de Malamort (?);2003;Ecrins;3130.866667;3068;3184;3128;184.9752772;S;6.35167;44.8176;G006352E44818N;16;180;3624
0.0602;1.6429;de Malamort;2003;Ecrins;3005.276316;2887;3144;3006;537.1831135;E;6.35787;44.8193;G006358E44819N;16;90;3624
0.0383;1.2588;de l'Amiree Bruyere;2003;Ecrins;2776.428571;2602;2936;2800;301.079118;NNE;6.36339;44.8236;G006363E44824N;16;0;3583
0.3055;6.4353;des Bruyeres;2003;Ecrins;2864.24359;2369;3292;2809;1320.529372;NE;6.35293;44.8239;G006353E44824N;16;45;3503
0.2314;3.8287;du Jocelme;2003;Ecrins;3226.540284;3046;3413;3228;796.4696692;SSE;6.3381;44.8246;G006338E44825N;16;180;3293
0.1813;3.2943;de Bonvoisin;2003;Ecrins;2869.860697;2531;3228;2830;695.5787951;NE;6.34456;44.8295;G006345E44830N;16;45;3612
0.037;1.3659;du Sellar 2;2003;Ecrins;2736.071429;2616;2907;2727;356.7843596;ENE;6.3408;44.8342;G006341E44834N;16;90;3287
0.025;1.0568;du Sellar 3;2003;Ecrins;3059.181818;2931;3122;3072;213.375608;NE;6.33907;44.8316;G006339E44832N;16;45;3395
0.0365;1.1262;de Chauvet 2;2004;Ubaye;3025;2880;3170;3025;219.2831238;NNW;6.84342;44.5464;G006843E44546N;21;0;3570
0.0765;2.0471;de Marinet Ouest;2004;Ubaye;3030;2870;3110;3030;393.6572151;NNE;6.8624;44.5502;G006862E44550N;21;0;3316
1.1501;11.7994;de Prazon;2003;Aiguilles Rouges;2665.063361;2322;2901;2668;956.0893817;WNW;6.88685;46.1075;G006887E46108N;1;270;3384
1.2971;9.4943;des Sources de l'Arc 1;2003;Haute Maurienne;3081.628743;2739;3440;3098;2299.203277;W;7.17016;45.3984;G007170E45398N;11;270;3733
0.717;7.2268;de la Roche Ferran;2003;Vanoise;3100.428571;2977;3220;3098;2196.929878;NNE;6.78784;45.3657;G006788E45366N;10;0;3377
0.1517;2.055;de l'Epena 2;2003;Vanoise;2599.537975;2396;2857;2570.5;603.5531403;N;6.80927;45.42;G006809E45420N;10;0;3665
0.0126;0.6609;Carre;2003;Ecrins;3143.666667;3119;3219;3136;112.3635919;ESE;6.30582;45.004;G006306E45004N;15;90;3471
0.0231;0.8456;Suspendu Ouest;2003;Haute Vallée de l'Isère;3126.846154;3062;3208;3127.5;208.8121293;S;6.86579;45.5047;G006866E45505N;6;180;3545
0.0765;2.2637;Inferieur Ouest de la Muzelle;2003;Ecrins;2771.769231;2549;2993;2785.5;763.5228619;NNW;6.10099;44.9357;G006101E44936N;15;0;3366
0.6662;6.9784;du Ruan;2003;Aiguilles Rouges;2567.708609;2327;2822;2564.5;1910.725784;W;6.88899;46.1186;G006889E46119N;1;270;3488
0.027;1.5489;du Folly / Avoudrues;2003;Aiguilles Rouges;2531;2454;2596;2536;132.439174;NW;6.80824;46.1022;G006808E46102N;1;315;3514
0.0099;0.3924;Le Grand Neve / Avoudrue;2003;Aiguilles Rouges;2435.7;2406;2469;2439;127.2077347;NNE;6.82243;46.1053;G006822E46105N;1;0;3434
0.0765;2.3356;du Cheval Blanc;2003;Aiguilles Rouges;2618.740741;2536;2746;2606.5;376.6690075;NNW;6.86606;46.0521;G006866E46052N;1;0;3434
0.0104;0.5229;des Beaux;2003;Aiguilles Rouges;2810.428571;2787;2831;2810.5;141.1567549;W;6.84511;46.0204;G006845E46020N;1;270;3490
0.0545;2.3125;du Buet;2003;Aiguilles Rouges;2891.294118;2801;3000;2889;470.628256;WNW;6.84692;46.024;G006847E46024N;1;270;3528
0.1354;2.4582;d'Anneuley;2003;Aiguilles Rouges;2552.896907;2404;2664;2555;446.536272;NNW;6.87951;45.9935;G006880E45993N;3;0;3635
0.1564;2.9811;de Berard;2003;Aiguilles Rouges;2492.584615;2296;2704;2489;779.8586685;NNW;6.87076;45.992;G006871E45992N;3;0;3573
0.0032;0.2239;des Dards 1;2003;Aiguilles Rouges;2675;2671;2680;2674;62.2240937;WNW;6.87149;45.9844;G006871E45984N;3;270;0
0.1501;2.4939;de la Floria;2003;Aiguilles Rouges;2534.136752;2372;2663;2535;541.9040693;NNW;6.8621;45.9757;G006862E45976N;3;0;3449
8.2337;25.5718;du Tour;2003;Mont Blanc;2933.072968;2184;3578;2940.5;4112.489043;NW;6.98808;45.9867;G006988E45987N;3;315;3698
0.0291;1.0965;du Trident;2003;Mont Blanc;3067.137931;3015;3107;3069;154.745882;SSW;6.99437;45.9645;G006994E45965N;3;180;3619
1.0244;9.6977;du Chardonnet;2003;Mont Blanc;3171.834234;2735;3770;3169;1855.732053;W;7.003;45.9603;G007003E45960N;3;270;3640
0.3859;5.4862;du Milieu;2003;Mont Blanc;3253.617647;2837;3743;3258.5;1745.695169;SW;7.00837;45.9541;G007008E45954N;3;225;3356
