Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num;ID
0.6759;5.5873;de Derriere le Clapier;2003;Haute Maurienne;3017.901587;2818;3195;3016;1281.560459;NNE;7.08997;45.2332;G007090E45233N;11;0;3539
0.1836;4.419;de l'Arcelle;2003;Vanoise;3173.143617;2930;3416;3181.5;711.3008559;NNW;7.07164;45.236;G007072E45236N;11;0;3326
0.1917;2.4567;du Lamet;2003;Haute Maurienne;3348.71831;3206;3451;3350.5;561.0545663;NNW;6.99685;45.2419;G006997E45242N;11;0;3531
0.1558;2.5268;de l'Arcelle Neuve 1;2003;Haute Maurienne;3190.928571;3053;3324;3193.5;479.5307916;NNW;6.95656;45.2666;G006957E45267N;11;0;3598
0.566;4.3817;de l'Arcelle Neuve 3;2003;Haute Maurienne;3261.546366;2987;3555;3264;1387.79919;NW;6.97412;45.2735;G006974E45273N;11;315;3484
0.9888;9.2302;du Vieux;2003;Haute Maurienne;3359.689655;3019;3578;3357;829.8270386;ENE;6.98042;45.2696;G006980E45270N;11;90;3527
0.3789;4.1528;de l'Arcelle Neuve 2;2003;Haute Maurienne;3176.605364;2987;3416;3177;759.1235503;NW;6.96498;45.2681;G006965E45268N;11;315;3478
0.054;1.2993;du Bard;2003;Vanoise;3215.236364;3163;3267;3213;387.5738011;NE;6.9314;45.1819;G006931E45182N;11;45;3257
0.2876;3.3961;Ferrand;2003;Haute Maurienne;3208.635417;3062;3352;3202.5;534.607418;WNW;6.89265;45.1406;G006893E45141N;11;270;3603
0.4661;6.5864;Sommellier;2003;Haute Maurienne;3050.055556;2876;3263;3045.5;895.3381245;NNW;6.8555;45.1338;G006856E45134N;11;0;3378
0.1092;1.9269;d'Ambin;2003;Haute Maurienne;2965.237288;2847;3148;2949;463.5813933;NNW;6.86938;45.1356;G006869E45136N;11;0;3492
0.1642;4.1672;d'Etache;2003;Haute Maurienne;2976.914894;2870;3087;2974;612.0161138;NNE;6.83343;45.14;G006833E45140N;11;0;3459
31.85;83.4921;Mer de Glace ;2003;Mont Blanc;2851.34;1501;3966;2664;13227.57956;NNE;6.93439;45.8829;G006934E45883N;3;0;3643
0.1081;3.5473;de la Porte d'Eglise;2003;Belledonne;2530.530973;2307;2759;2514;363.8775147;N;6.13309;45.303;G006133E45303N;8;0;3470
0.0599;1.8101;du Bec d'Arguille;2003;Belledonne;2520.030769;2405;2656;2514;445.2390839;ENE;6.13711;45.2729;G006137E45273N;8;90;3465
0.0316;0.8971;du Pic de la Grande Valloire;2003;Belledonne;2680.538462;2626;2740;2676.5;218.8301483;ESE;6.13336;45.2814;G006133E45281N;8;90;3563
0.0268;1.4886;d'Arguille;2003;Belledonne;2587.447368;2481;2739;2559;378.5628554;NNW;6.12513;45.2801;G006125E45280N;8;0;3486
0.0602;1.4581;de la Combe Madame;2003;Belledonne;2606.536232;2505;2702;2605;342.7853339;N;6.12641;45.2493;G006126E45249N;8;0;3620
0.2879;2.8062;de Freydane;2003;Belledonne;2603.331984;2427;2808;2591;622.4814685;N;5.98455;45.171;G005985E45171N;8;0;3576
0.0257;1.0743;de la Sitre;2003;Belledonne;2648.863636;2604;2696;2648;99.79897653;NNW;5.95556;45.173;G005956E45173N;8;0;3550
0.0427;1.0429;de Cote Blanc;2003;Grandes Rousses;3144.222222;3092;3197;3145;281.3715149;NE;6.1566;45.173;G006157E45173N;12;45;3591
0.0208;0.8472;de la Cochette Nord;2003;Grandes Rousses;2939.655172;2852;3025;2950;83.8051545;NW;6.15289;45.1754;G006153E45175N;12;315;3337
0.0985;2.0436;de la Cochette;2003;Grandes Rousses;3006.174312;2771;3189;3024;554.9374632;NNW;6.14859;45.1709;G006149E45171N;12;0;3498
2.7969;13.1639;de Saint Sorlin;2003;Grandes Rousses;3024.861871;2666;3428;3017;2727.911954;NE;6.1592;45.1597;G006159E45160N;12;45;3674
0.0496;1.7293;Sud de la Barbarate;2003;Grandes Rousses;3122.98;3035;3201;3127;271.0845255;WNW;6.13716;45.1529;G006137E45153N;12;270;3610
0.4693;4.5797;Nord de la Barbarate;2003;Grandes Rousses;2992.470219;2728;3252;3006;993.084761;NW;6.1408;45.1609;G006141E45161N;12;315;3266
0.5235;5.1437;des Rousses 1;2003;Grandes Rousses;3051.474801;2788;3356;3044;925.0384678;NW;6.12875;45.1405;G006129E45141N;12;315;3705
0.5809;8.0704;du Grand Sablat 1;2003;Grandes Rousses;3136.047091;2841;3370;3169;1356.320429;ESE;6.13222;45.1281;G006132E45128N;12;90;3758
0.734;5.4553;Lombard;2003;Arves;3161.685897;2984;3356;3159.5;1159.335974;ENE;6.32241;45.1088;G006322E45109N;12;90;3536
0.0153;0.6126;du Goleon;2003;Aiguilles d'Arves;2939.166667;2913;2969;2937.5;158.3708804;NE;6.33395;45.0993;G006334E45099N;12;45;3554
0.0057;0.418;de la Pointe Salvador 1;2003;Aiguilles d'Arves;3005.5;2988;3026;3003;121.9329481;WSW;6.33659;45.1161;G006337E45116N;12;270;0
