Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num
0.0099;0.5713;de l'Arcelin - Roche Ferran 2;2015;Vanoise;3028.833333;3023;3033;3030.5;114.86206;NNE;6.797839446;45.36923035;G006788E45366N;10;0
0.0208;1.0293;de l'Arcelin - Roche Ferran 2;2015;Vanoise;3063.090909;3051;3077;3062;139.46398;NNE;6.797162799;45.36636508;G006788E45366N;10;0
0.0051;0.3109;du Lac de la Roche Ferran;2015;Vanoise;2913.25;2907;2921;2912.5;91.0524;ESE;6.785166395;45.35838517;G006785E45359N;10;90
0.0307;0.9778;du Pelve 2;2015;Vanoise;3237.4;3192;3279;3238;214.43999;ENE;6.745927081;45.35088142;G006766E45335N;10;90
0.0086;0.5898;des Broes;2015;Vanoise;3016;2990;3058;3008;181.54897;N;6.909820852;45.34598327;G006910E45346N;10;0
0.0121;0.5683;Du Dome de Chasseforet 3;2015;Vanoise;3069.166667;3040;3090;3067.5;182.38037;ENE;6.774583542;45.33001122;G006766E45335N;10;90
0.0599;1.4465;Du Dome de Chasseforet 2;2015;Vanoise;3198.513514;3131;3261;3197;197.43347;ENE;6.771174523;45.33013787;G006766E45335N;10;90
0.0189;1.2781;du Grand Vallon;2015;Vanoise;3093.083333;3049;3197;3085.5;364.85242;NW;6.885137343;45.33104508;G006886E45334N;10;315
0.0512;1.3554;Du Dome de Chasseforet 4;2015;Vanoise;3091.030303;3035;3140;3089;282.81643;ENE;6.772774236;45.32805215;G006766E45335N;10;90
0.0875;2.0112;du Borgne;2015;Vanoise;2983.734694;2929;3048;2981;304.64677;N;6.610265541;45.30848093;G006609E45309N;10;0
1.3946;16.3987;du Genepy;2015;Vanoise;3211.433411;2838;3571;3224;1427.03096;NW;6.730951059;45.30963398;G006727E45309N;10;315
0.1246;2.54;de la Rosoire 2;2015;Vanoise;3151.056338;3062;3223;3151;431.6533;WNW;6.721865124;45.2958696;G006725E45299N;10;270
1.2258;6.226;des Sonnailles;2015;Vanoise;3427.647137;3232;3551;3435;2129.68695;N;6.744382233;45.33517096;G006747E45337N;10;0
0.0788;2.3793;de Labby 1 ou du Fond;2015;Vanoise;3163.958333;3118;3246;3161.5;438.38581;W;6.735146754;45.29110116;G006733E45291N;10;270
0.1224;2.2128;du Peclet 2;2015;Vanoise;3088.053333;2949;3290;3093;677.30558;NW;6.618590624;45.28876816;G006613E45285N;10;315
0.9306;8.2921;de la Mahure 1;2015;Vanoise;2985.315141;2662;3289;2973.5;2345.07412;E;6.748674528;45.29611832;G006745E45302N;10;90
0.2044;3.1261;de Belle Place;2015;Vanoise;3044.237705;2843;3178;3069;876.84239;NE;6.766110393;45.28884569;G006767E45290N;10;45
0.2284;4.8916;du Peclet 1 ou face Ouest;2015;Vanoise;3174.594406;2832;3497;3156;1378.79822;NW;6.616550468;45.28257384;G006618E45289N;10;315
0.0804;2.6994;de Polset 2;2015;Vanoise;3073.2;2974;3206;3066;638.22761;SE;6.646589632;45.27585395;G006647E45275N;10;135
0.0066;0.42;de Polset 3;2015;Vanoise;3281;3280;3282;3281;93.82558;SE;6.641115095;45.27333845;G006647E45275N;10;135
0.1985;3.8198;de la Masse;2015;Vanoise;2938.16;2790;3166;2919;419.90842;NNW;6.679566231;45.27249742;G006676E45274N;10;0
0.2652;3.2697;de Polset 1;2015;Vanoise;3232.185185;3105;3378;3233;1014.30263;SE;6.63211343;45.27142239;G006647E45275N;10;135
0.1063;2.1121;de Thorens;2015;Vanoise;3018.553846;2938;3106;3020;366.65722;NNW;6.607988661;45.2677616;G006606E45268N;10;0
1.2952;12.2029;de Chaviere 1_1;2015;Vanoise;3185.51871;2950;3450;3167;2452.26152;SSE;6.620448719;45.27114658;G006615E45266N;10;180
0.2299;3.7;du Bouchet;2015;Vanoise;3067.648855;2944;3274;3056;788.75764;NW;6.605630991;45.25950052;G006602E45262N;10;315
0.0271;0.8214;de Chaviere 2;2015;Vanoise;2963.357143;2940;2983;2963;179.6564;SSE;6.617731118;45.24933224;G006615E45266N;10;180
0.8413;6.9573;de Chaviere 1_2;2015;Vanoise;3035.818898;2853;3273;3024;1693.44271;SSE;6.612494345;45.25189502;G006615E45266N;10;180
0.0983;1.8497;de la Patinoire;2015;Vanoise;2535.216667;2509;2581;2532;289.3828;S;6.765139572;45.40746643;G006765E45407N;10;180
0.5196;5.7405;Du Dome de Chasseforet 1;2015;Vanoise;3318.24359;3103;3562;3326.5;1189.69193;ENE;6.764811946;45.33398661;G006766E45335N;10;90
1.1829;11.0594;de l'Epena;2015;Vanoise;2923.430986;2569;3673;2869;2343.60577;NNE;6.827711503;45.41304004;G006828E45414N;10;0
0.4993;3.5043;de Rosolin;2015;Vanoise;2821.76129;2700;3018;2807;1056.9535;NNE;6.841859801;45.41552747;G006843E45417N;10;0
3.1645;15.8007;de l'Arpont;2015;Vanoise;3291.921739;2738;3581;3338;2841.99896;ESE;6.752981315;45.32144196;G006756E45318N;10;90
2.6743;12.3823;du Pelve 1;2015;Vanoise;3232.531022;2754;3525;3253;3093.21578;ENE;6.75620236;45.3424762;G006766E45335N;10;90
1.3283;11.0227;du Grand Marchet;2015;Vanoise;3011.997522;2833;3229;2971;1633.4852;NW;6.760141537;45.35857484;G006765E45361N;10;315
2.9452;11.2555;de l'Arcellin - Roche Ferran 1;2015;Vanoise;3050.749035;2814;3223;3053;2799.38772;N;6.781959772;45.36757727;G006780E45369N;10;0
1.311;15.2942;de la Mahure 2;2015;Vanoise;3238.157161;2954;3450;3256;1114.61203;E;6.74046028;45.30289983;G006745E45302N;10;90
0.2431;3.3411;de la Rosoire 1;2015;Vanoise;3350.040816;3199;3446;3362;674.59489;WNW;6.727534105;45.29986933;G006725E45299N;10;270
0.0088;0.7177;de Pramecou 2;2015;Vanoise;3024.333333;3009;3039;3025;299.96452;NW;6.875722984;45.4339909;G006870E45430N;10;315
0.4726;4.0646;de Pramort ou de Rosolin derriere;2015;Vanoise;2513.857143;2334;2840;2469;1576.0399;NNW;6.856554557;45.42199995;G006858E45423N;10;0
0.043;1.0929;de Bellecote;2015;Vanoise;3049.464286;3011;3110;3050;348.88244;WNW;6.774591718;45.49518313;G006774E45495N;10;270
0;0.0134;de Labby 2 ou du Fong;2015;Vanoise;3100;3100;3100;3100;4.7164;W;6.735186568;45.285595;G006733E45291N;10;270
2.8701;20.6379;de Gebroulaz;2015;Vanoise;3022.778463;2603;3480;3016;4497.77755;N;6.631740529;45.28976706;G006629E45295N;10;0
0.003;0.2381;de Bonmartin;2015;Vanoise;3036;3030;3042;3036;85.06666;ENE;6.61609965;45.2423374;G006616E45243N;10;90
0.0231;1.1542;Ouest du Gleyzin 1;2015;Belledonne;2493.066667;2415;2602;2490;293.27943;NNE;6.139148147;45.30316747;G006145E45302N;8;0
0.0183;0.6729;de la Grande Valloire;2015;Belledonne;2630.909091;2603;2663;2629;215.69385;ESE;6.134143081;45.28104279;G006133E45281N;8;90
0.0278;1.0504;de la Combe Madame;2015;Belledonne;2583.722222;2501;2660;2588;329.13548;NNE;6.125858332;45.24572783;G006145E45302N;8;0
0.0198;0.8706;du Rocher Blanc;2015;Belledonne;2784.727273;2728;2816;2799;267.61408;NNE;6.113516292;45.24266529;G006145E45302N;8;0
0.0028;0.2375;du Rocher Blanc;2015;Belledonne;2809.333333;2805;2813;2810;50.26694;NNE;6.115220046;45.24204102;G006145E45302N;8;0
0.007;0.7224;de Balmette;2015;Belledonne;2605;2591;2616;2608;119.9089;NE;5.992462346;45.17364771;G005994E45174N;8;45
0.0069;0.9862;de la Sitre;2015;Belledonne;2614.75;2553;2687;2609.5;44.54323;NNE;5.956340318;45.172554;G006145E45302N;8;0
0.2435;2.4956;de Freydane;2015;Belledonne;2567.710526;2450;2760;2549.5;521.81683;NNE;5.985325464;45.1705839;G006145E45302N;8;0
0.0015;0.1596;Lamartine;2015;Belledonne;2612.469211;2574;2615;2597;41.25193;E;5.991144378;45.17564471;G005990E45176N;8;90
0.0036;0.2823;Ouest du Rocher Blanc;2015;Belledonne;2827.5;2822;2833;2827.5;75.03276;NNE;6.105624282;45.24263243;G006145E45302N;8;0
0.0092;0.7068;de l'Argentiere_2;2015;Belledonne;2726.6;2714;2732;2729;96.70367;N;6.13181402;45.24511046;G006134E45248N;8;0
0.0407;1.2845;de l'Argentiere;2015;Belledonne;2711.458333;2631;2780;2722.5;325.87331;N;6.134947547;45.24587018;G006134E45248N;8;0
0.0672;1.6615;du Bec d'Arguille;2015;Belledonne;2526;2381;2661;2547;533.6611;ENE;6.138036573;45.27261843;G006137E45273N;8;90
0.0088;0.7023;d'Arguille;2015;Belledonne;2777.2;2770;2783;2777;260.36131;NNE;6.127199191;45.27908417;G006145E45302N;8;0
0.0063;0.4348;du Gleyzin;2015;Belledonne;2737.25;2723;2761;2732.5;104.72932;NNE;6.142133398;45.30024593;G006145E45302N;8;0
0.0205;1.4404;du Gleyzin;2015;Belledonne;2583.266667;2521;2680;2581;226.54401;NNE;6.147227309;45.30244317;G006145E45302N;8;0
0.0215;1.3192;de Clarant;2015;Belledonne;2603.533333;2484;2658;2618;157.89123;ENE;6.157964334;45.30659759;G006158E45307N;8;90
0.0078;0.7204;Ouest du Gleyzin 2;2015;Belledonne;2667.75;2614;2709;2674;124.07765;NNE;6.133403692;45.30233915;G006145E45302N;8;0
0.0492;1.1402;de la Cochette;2015;Grandes Rousses;3038.516129;2933;3171;3040;340.80002;NNW;6.151579837;45.17041108;G006149E45171N;12;0
0.3405;3.2692;Nord de la Barbarate;2015;Grandes Rousses;3028.560748;2895;3203;3021;637.97763;NW;6.142818793;45.15917026;G006141E45161N;12;315
2.069;17.7762;Saint Sorlin;2015;Grandes Rousses;2922.27851;2674;3413;2893;2631.71657;NE;6.159785336;45.15974323;G006159E45160N;12;45
0.0427;1.9126;Sud de la Barbarate;2015;Grandes Rousses;3114.230769;3030;3160;3122;294.09853;WNW;6.13877814;45.15262452;G006137E45153N;12;270
0.0153;0.689;des Rousses;2015;Grandes Rousses;2784.6;2771;2806;2781;148.1681;NW;6.131746876;45.15020956;G006129E45141N;12;315
0.0125;0.6398;des Rousses;2015;Grandes Rousses;2970.2;2927;2998;2976;168.72756;NW;6.135703203;45.1496212;G006129E45141N;12;315
0.0067;0.5172;des Rousses;2015;Grandes Rousses;3023.333333;3002;3038;3030;75.37419;NW;6.134666919;45.147454;G006129E45141N;12;315
0.0115;0.514;des Rousses;2015;Grandes Rousses;3054.777778;2994;3101;3062;128.53865;NW;6.13317897;45.14492612;G006129E45141N;12;315
0.3539;6.1396;des Rousses;2015;Grandes Rousses;3035.611607;2818;3328;3042.5;903.9465;NW;6.129765278;45.14007424;G006129E45141N;12;315
0.0063;0.3787;des Rousses;2015;Grandes Rousses;2966;2944;2984;2968;99.93274;NW;6.123650163;45.13295038;G006129E45141N;12;315
0.0251;1.4047;des Rousses;2015;Grandes Rousses;3049.705882;2977;3114;3052;280.32262;NW;6.125924375;45.13203166;G006129E45141N;12;315
0.0043;0.3363;des Rousses;2015;Grandes Rousses;2896.5;2893;2900;2896.5;89.52769;NW;6.121010989;45.1303684;G006129E45141N;12;315
0.0061;0.4019;des Rousses;2015;Grandes Rousses;2902.666667;2885;2926;2901.5;138.62701;NW;6.122043779;45.12871524;G006129E45141N;12;315
0.0637;2.4267;de Gros Jean;2015;Arves;2937.113636;2762;3169;2908;779.02195;ESE;6.340456996;45.12320811;G006340E45124N;12;90
0.047;1.5839;Sarennes;2015;Grandes Rousses;2928.666667;2885;3027;2921;462.94258;SSW;6.132130041;45.11630653;G006129E45117N;12;180
0.0285;0.8168;Sarennes;2015;Grandes Rousses;2870;2854;2883;2871.5;166.85879;SSW;6.128221764;45.11564228;G006129E45117N;12;180
0.4692;5.8824;Lombard;2015;Arves;3151.329861;2986;3281;3162.5;1194.80864;ENE;6.321464713;45.10802182;G006322E45109N;12;90
0.0051;0.4113;de Cote Blanc;2015;Grandes Rousses;3113;3104;3119;3114.5;88.7927;NE;6.156266731;45.17001345;G006157E45173N;12;45
0.5284;9.0213;du Grand Sablat;2015;Grandes Rousses;3170.06135;2832;3378;3232.5;1434.38224;ESE;6.133544843;45.13134116;G006132E45128N;12;90
1.7607;15.6429;des Quirlies;2015;Grandes Rousses;2961.556974;2592;3364;2939;2311.32366;ENE;6.146946041;45.14205087;G006149E45143N;12;90
0.0206;0.6594;Glacier de Grand Amet;2015;Ecrins;2080.692308;2067;2092;2081;193.26453;NE;5.938277611;44.98825282;G005937E44988N;15;45
0.0282;0.8588;Glacier du Rochail ou de Villard Notre dame;2015;Ecrins;2863.933333;2823;2918;2867;225.17698;NNE;6.03317583;44.98189221;G006033E44983N;15;0
0.1499;2.2438;Glacier de la Casse deserte_1;2015;Ecrins;3302.48913;3116;3410;3304.5;641.93877;SE;6.33202897;44.96383258;G006332E44962N;15;135
0.0094;0.5374;Glacier de la Muzelle_2;2015;Ecrins;2976.714286;2940;3012;2984;153.71735;N;6.114277061;44.93918522;G006109E44936N;15;0
0.0358;1.1046;Glacier des Pisses;2015;Ecrins;2815.954545;2733;2917;2813;211.0813;NW;6.071989941;44.93872197;G006072E44940N;15;315
0.2403;3.8969;Glacier de la Muzelle_1;2015;Ecrins;3002.15894;2781;3168;3014;1198.94066;N;6.108863418;44.93632117;G006109E44936N;15;0
0.0192;0.8936;Glacier Ouest du Pierroux_2;2015;Ecrins;2871.076923;2819;2952;2864;248.88043;N;6.149057561;44.93014145;G006149E44931N;15;0
0.0192;0.876;Glacier de la Paroi du Pierrou_1;2015;Ecrins;2883.181818;2812;2946;2887;273.95984;NNE;6.159293378;44.93033006;G006159E44931N;15;0
0.1649;2.2662;Glacier du Pierroux (Centre);2015;Ecrins;2854.92;2721;2998;2852.5;738.47263;NNE;6.154533043;44.92946774;G006155E44930N;15;0
0.024;0.8747;Glacier Ouest du Pierroux_1;2015;Ecrins;2915.176471;2851;2999;2910;257.36515;N;6.148785761;44.92825938;G006149E44931N;15;0
0.1054;1.6254;Glacier de la Grande Montagne_2;2015;Ecrins;3098.818182;2985;3198;3099;485.06492;ESE;6.110777166;44.92910686;G006111E44929N;15;90
0.0103;1.0126;Glacier de la Tete du Grand Bois;2015;Ecrins;3002.2;2984;3021;3002;204.91419;NW;6.237910756;44.91598544;G006238E44916N;15;315
0.1689;3.0577;Glacier de la Grande Montagne_1;2015;Ecrins;2879.657407;2664;3138;2873.5;303.90115;E;6.110609748;44.92226725;G006112E44925N;15;90
0.0149;0.7121;Glacier Ouest de la Tete du Salude;2015;Ecrins;3002.777778;2997;3024;3000;125.93582;WNW;6.147623077;44.91637353;G006146E44918N;15;270
0.0173;0.8514;Glacier du Vallon de Lanchâtra_2;2015;Ecrins;2901.5;2818;2972;2914;244.33394;E;6.114737009;44.91781062;G006116E44918N;15;90
0.0476;1.1107;Glacier de l'Encoula_2;2015;Ecrins;2931.066667;2754;3072;2943.5;352.93951;NNE;6.289077138;44.91060309;G006285E44911N;15;0
0.023;0.694;Glacier Courbe_1;2015;Ecrins;3062.733333;3004;3103;3064;148.43026;WNW;6.109945403;44.91664038;G006110E44916N;15;270
0.0082;0.517;Glacier de la Tete de Malacombe;2015;Ecrins;3034.4;3018;3049;3038;150.80464;NE;6.237318893;44.91071916;G006237E44911N;15;45
0.0075;0.3978;Glacier de la Paroi Ouest des Liches_1_1;2015;Ecrins;2958;2925;3011;2955;105.52699;WNW;6.146113387;44.9128263;G006143E44914N;15;270
0.0104;0.5128;Glacier Courbe_2;2015;Ecrins;3058.428571;3044;3068;3059;67.79842;WNW;6.11060524;44.91286789;G006110E44916N;15;270
0.006;0.3601;Glacier Est de la Cime de l'Encoula;2015;Ecrins;2680.333333;2665;2696;2680;133.43714;ENE;6.293802176;44.90772372;G006293E44908N;15;90
0.1846;2.9043;Glacier de l'Encoula_1;2015;Ecrins;2878.431034;2666;3222;2853;1003.18824;NNE;6.284989953;44.91122444;G006285E44911N;15;0
0.0137;0.7221;Glacier de la Tete des Liches;2015;Ecrins;3043.375;2984;3092;3046.5;269.4637;ENE;6.148957587;44.91014859;G006151E44911N;15;90
0.0979;1.773;Glacier du Montagnon_2;2015;Ecrins;2842.111111;2739;2981;2819;232.87184;NW;6.141749931;44.91087882;G006139E44912N;15;315
0.3611;3.5624;Glacier du Vallon de Lanchâtra_1;2015;Ecrins;2798.303965;2617;3006;2795;1008.37936;NE;6.118646971;44.91323536;G006120E44915N;15;45
0.0452;1.0859;Glacier de Petit Pierre;2015;Ecrins;3289.967742;3174;3379;3306;296.2101;W;6.280517585;44.90578167;G006279E44906N;15;270
0.0173;0.7915;Glacier du Montagnon_3;2015;Ecrins;3025.777778;2996;3048;3028;215.08956;NW;6.121346351;44.90955155;G006139E44912N;15;315
0.0419;1.3314;Glacier du Montagnon_1b;2015;Ecrins;2769.076923;2716;2815;2767.5;224.5196;NW;6.136321971;44.90907018;G006139E44912N;15;315
0.0864;2.1481;Glacier du Montagnon_1a;2015;Ecrins;2796.735849;2713;2964;2787;311.71756;NW;6.128137936;44.90899131;G006139E44912N;15;315
0.0204;0.81;Glacier de la Pointe Jeanne;2015;Ecrins;3015.5;2966;3082;3010.5;114.32343;ENE;6.240743101;44.90446384;G006241E44904N;15;90
0.0222;1.1151;Glacier du Vallon des Etages_6;2015;Ecrins;2858.384615;2808;2899;2868;203.0211;N;6.243868373;44.90159199;G006263E44892N;15;0
0.0563;1.9266;Glacier du Col de l'Encoula_2;2015;Ecrins;3350.394737;3194;3459;3361.5;353.08744;NW;6.279344354;44.90174246;G006279E44902N;15;315
0.1397;2.1064;Glacier des Fetoules;2015;Ecrins;3214.83908;3078;3390;3208;512.67234;NW;6.237071066;44.90264991;G006235E44903N;15;315
0.0112;0.5181;Glacier Nord Est de Clot Chatel_1;2015;Ecrins;3173.571429;3143;3197;3176;124.72635;E;6.283385686;44.89938123;G006286E44899N;15;90
0.0234;1.162;Glacier Nord Est de Clot Chatel_2;2015;Ecrins;2869.285714;2848;2911;2859.5;188.76084;E;6.288213095;44.89748795;G006286E44899N;15;90
0.0028;0.2403;Glacier du Col Nord de l'Etret_3;2015;Ecrins;3207.902029;3178;3252;3211;61.32814;W;6.239203809;44.89701398;G006238E44897N;15;270
0.0794;1.497;Glacier des Arias_1;2015;Ecrins;2786.333333;2665;2921;2787;510.6277;NNW;6.175451931;44.90026937;G006175E44901N;15;0
0.009;0.5912;Glacier du Col Nord de l'Etret_1;2015;Ecrins;3182.25;3157;3206;3183;51.06276;W;6.239634414;44.89630172;G006238E44897N;15;270
0.0117;0.6006;Glacier du Bec du Canard_2;2015;Ecrins;2906;2871;2933;2907;183.70632;E;6.179965595;44.89755325;G006179E44896N;15;90
0.0117;0.6147;Glacier du Vallon des Etages_4;2015;Ecrins;2889.571429;2825;3004;2848;210.21945;N;6.273452373;44.89445242;G006263E44892N;15;0
0.2152;3.6854;Glacier de la Mariande_1;2015;Ecrins;2729.792593;2646;2838;2730;397.16687;NNW;6.166608685;44.89882023;G006175E44901N;15;0
0.1357;3.0602;Glacier du Vallon des Etages_5;2015;Ecrins;2992.4;2825;3151;2999;543.75308;N;6.245351485;44.89708002;G006263E44892N;15;0
0.0249;0.7739;Glacier du Bec du Canard_1;2015;Ecrins;3028.133333;2978;3082;3025;216.59869;E;6.177968627;44.89542527;G006179E44896N;15;90
0.0168;0.8968;Glacier du Cheret;2015;Ecrins;2873.181818;2800;2960;2876;255.62463;NNE;6.314884419;44.89053502;G006315E44890N;15;0
0.0606;1.4748;Glacier du Clocher de l'Etret;2015;Ecrins;3210.868421;3091;3336;3210.5;444.3129;WNW;6.241458275;44.89304033;G006241E44893N;15;270
0.0559;1.3714;Glacier du Vallon des Etages_3;2015;Ecrins;3264.571429;3057;3362;3296;373.58577;N;6.27598658;44.89192087;G006263E44892N;15;0
0.0629;1.7159;Glacier du Grand Vallon;2015;Ecrins;2987.888889;2923;3041;2989;365.24069;WSW;6.167336804;44.89421557;G006166E44895N;15;270
0.0171;0.6511;Glacier du Lac_3;2015;Ecrins;3063.5;3029;3094;3065;153.15301;NE;6.176902862;44.89269739;G006182E44890N;15;45
0.0278;0.8714;Glacier du Petit Vallon;2015;Ecrins;3106.4375;3055;3140;3111;248.41058;WSW;6.174265773;44.89268539;G006166E44895N;15;270
0.0211;1.1126;Glacier du Lac_1;2015;Ecrins;3001.25;2970;3030;3000;247.30791;NE;6.180564175;44.89042195;G006182E44890N;15;45
0.1189;2.6222;Glacier du Vallon des Etages_2;2015;Ecrins;3101.173333;2852;3309;3087;513.63846;N;6.271263996;44.88951911;G006263E44892N;15;0
0.8526;11.5907;Glacier du Vallon des Etages_1;2015;Ecrins;2841.178571;2422;3242;2900;1310.10924;N;6.258410783;44.89168588;G006263E44892N;15;0
0.3511;5.3939;Glacier du Petit Chardon_1;2015;Ecrins;2721.497674;2389;3040;2760;1526.85209;NE;6.300662723;44.87916541;G006275E44878N;15;45
0.0605;2.2874;Glacier de l'Ane;2015;Ecrins;3103.95122;2985;3213;3121;549.43428;E;6.267706938;44.88220446;G006269E44882N;15;90
0.0195;0.644;Glacier d'Aiguille Rousse_1;2015;Ecrins;3011.5;2964;3056;3014;195.58225;N;6.182149142;44.88274379;G006195E44883N;15;0
0.1996;4.2506;Glacier Nord de la Lavey;2015;Ecrins;3173.552846;3028;3298;3169;762.48721;NNW;6.258909463;44.88220447;G006252E44875N;15;0
0.0154;0.6169;Glacier d'Aiguille Rousse_2;2015;Ecrins;3032.6;2955;3099;3036;164.89151;N;6.185132193;44.88098922;G006195E44883N;15;0
0.1086;2.6916;Glacier d'Entre Pierroux_1_3;2015;Ecrins;2963.671642;2831;3125;2960;341.49059;N;6.191550187;44.88079796;G006195E44883N;15;0
0.066;1.4739;Glacier de Boverjat;2015;Ecrins;3084.904762;3036;3155;3081.5;267.54908;ENE;6.310594737;44.87759137;G006311E44879N;15;90
0.0693;2.0305;Glacier d'Entre Pierroux_1_1;2015;Ecrins;2857.162791;2596;3174;2842;584.25434;N;6.197519727;44.88122487;G006195E44883N;15;0
0.0052;0.537;Glacier du Says_2;2015;Ecrins;3097.5;3070;3134;3093;137.75405;N;6.30748224;44.87152227;G006319E44867N;15;0
0.8187;7.8312;Glacier du Chardon_1;2015;Ecrins;2921.003891;2324;3300;3077;2250.08616;NE;6.282537805;44.87796964;G006275E44878N;15;45
0.0211;0.6802;Glacier de Font Turbat;2015;Ecrins;3021.076923;2990;3069;3015;226.03658;SW;6.197245134;44.87506993;G006197E44874N;15;225
0.0069;0.5512;Glacier du Chardon_2;2015;Ecrins;3242.25;3230;3253;3243;195.06141;NE;6.28039107;44.87158526;G006275E44878N;15;45
0.1573;3.0964;Glacier du versant Nord Ouest des Rouies_1;2015;Ecrins;3008.525773;2767;3249;2981;895.6593;NW;6.252064958;44.87465382;G006251E44868N;15;315
0.0603;1.5976;Glacier Ouest des Sellettes_2;2015;Ecrins;3029.421053;2966;3124;3027.5;295.13329;NE;6.202786884;44.87305532;G006204E44866N;15;45
0.0497;1.9308;Glacier du versant Nord Ouest des Rouies_1;2015;Ecrins;3147.484848;3059;3267;3149;355.87447;NW;6.251452613;44.86845462;G006251E44868N;15;315
1.2354;9.5772;Glacier des Rouies;2015;Ecrins;3284.512953;2943;3516;3313;2177.2239;NE;6.26238473;44.87219809;G006275E44878N;15;45
0.5796;10.6114;Glacier du Says_1;2015;Ecrins;3052.627072;2777;3292;3064;899.51338;N;6.314218508;44.86745539;G006319E44867N;15;0
0.0309;1.1485;Glacier des Souffles;2015;Ecrins;2768.894737;2648;2874;2765;383.36823;NE;6.135407844;44.86649211;G006136E44867N;15;45
0.0488;1.4035;Glacier du Fond_3;2015;Ecrins;3218.3125;3130;3344;3216.5;359.974;NW;6.255068227;44.86234627;G006243E44855N;15;315
0.0129;0.5404;Glacier Est des Sellettes_1_4;2015;Ecrins;2806.428571;2757;2846;2811;165.27735;N;6.207265774;44.86104455;G006216E44862N;15;0
0.0146;0.8099;Glacier Est des Sellettes_1_3;2015;Ecrins;2854.2;2787;2917;2863.5;156.98422;N;6.2226803;44.86034364;G006216E44862N;15;0
0.0331;1.2187;Glacier de la Grande Roche_1_1;2015;Ecrins;2837.947368;2756;2926;2848;346.96803;SSW;6.260930199;44.8595662;G006277E44868N;15;180
0.5532;4.3296;Glacier Ouest des Sellettes_1;2015;Ecrins;2879.369942;2714;3014;2869.5;1207.40382;NE;6.202885801;44.8649954;G006204E44866N;15;45
0.0097;0.5559;Glacier superieur des Sellettes;2015;Ecrins;2933.714286;2891;2972;2937;94.34395;NNE;6.205444687;44.85993032;G006206E44859N;15;0
0.0235;0.811;Glacier de la Muande_2;2015;Ecrins;3168.0625;3116;3206;3168.5;179.14374;NW;6.2527702;44.85760588;G006243E44855N;15;315
0.0261;1.1479;Glacier Est des Sellettes_1_1b;2015;Ecrins;2901.285714;2863;2975;2894;267.67171;N;6.213714589;44.85614074;G006216E44862N;15;0
0.5915;6.5058;Glacier Est des Sellettes_1_1a;2015;Ecrins;2624.043836;2393;3175;2532;1795.21443;N;6.215679282;44.8614427;G006216E44862N;15;0
0.1558;2.6799;Glacier du Fond_2;2015;Ecrins;2923.721649;2811;3124;2906;406.64677;NW;6.226391535;44.85607338;G006243E44855N;15;315
0.0108;0.4984;Glacier Est des Sellettes_1_1c;2015;Ecrins;3156.571429;3150;3164;3156;79.67565;N;6.215412398;44.85459857;G006216E44862N;15;0
0.0597;1.9916;Glacier de l'Olan_1;2015;Ecrins;3071.675676;2908;3212;3088;344.99839;SSE;6.200120018;44.85602411;G006201E44854N;15;180
0.4991;8.9241;Glacier du Fond_1;2015;Ecrins;2695.540193;2387;3123;2685;1718.18067;NW;6.239665444;44.85875987;G006243E44855N;15;315
0.3127;5.7066;Glacier de la Muande_1;2015;Ecrins;2978.872449;2782;3228;2982;472.59308;NW;6.24495095;44.85405184;G006243E44855N;15;315
0.0418;1.7622;Glacier du Vallon_2;2015;Ecrins;3294;3211;3375;3291;333.45731;S;6.222551419;44.85210646;G006229E44849N;15;180
0.0027;0.2407;Glacier du Col Nord de l'Etret_2;2015;Ecrins;3125;3114;3136;3125;79.23616;W;6.237754593;44.89662064;G006238E44897N;15;270
0.064;1.3322;Glacier du Clot des Cavales_2;2015;Ecrins;2614.538462;2538;2656;2622;399.78135;NE;6.336544906;44.981129;G006331E44977N;15;45
0.5305;10.0279;Glacier du Clot des Cavales_1;2015;Ecrins;3081.978659;2773;3480;3078.5;1069.80884;NE;6.331685137;44.97490946;G006331E44977N;15;45
0.0457;1.1316;Glacier Superieur des Agneaux_1_2;2015;Ecrins;3374.642857;3290;3431;3383;234.65585;ESE;6.338617428;44.9701589;G006336E44968N;15;90
0.0084;0.4117;Glacier Superieur des Agneaux_1_3;2015;Ecrins;3397;3387;3406;3397.5;111.50047;ESE;6.336413134;44.96896109;G006336E44968N;15;90
0.2104;3.4568;Glacier Superieur des Agneaux_1_2;2015;Ecrins;3401.751938;3168;3674;3393;956.453;ESE;6.33551091;44.96754949;G006336E44968N;15;90
0.0131;0.8087;Glacier du Bourcet;2015;Ecrins;3308;3278;3362;3299.5;188.8558;WSW;6.32248928;44.95942573;G006321E44959N;15;270
0.084;2.0859;Glacier de la Grande Ruine_2;2015;Ecrins;3103.666667;2959;3215;3133;758.52018;WNW;6.317037608;44.9615819;G006321E44965N;15;270
0.3588;6.2226;Glacier de la Grande Ruine_1;2015;Ecrins;3188.607143;2942;3486;3172.5;851.62332;WNW;6.32270262;44.96624742;G006321E44965N;15;270
0.5949;8.1867;Glacier de la Plate des Agneaux_2;2015;Ecrins;3203.452128;2834;3634;3171;1044.76127;NE;6.356582563;44.9476749;G006350E44954N;15;45
