Area;Perimeter;Glacier;Annee;Massif;MEAN_Pixel;MIN_Pixel;MAX_Pixel;MEDIAN_Pix;Length;Aspect;x_coord;y_coord;GLIMS_ID;Massif_SAFRAN;Aspect_num
1.2765;12.6519;Glacier de la Plate des Agneaux_1;2015;Ecrins;2603.10566;2242;3018;2586;4001.2466;NE;6.350488385;44.95443563;G006350E44954N;15;45
0.1078;3.549;Glacier de la Roche Faurio_1;2015;Ecrins;3159.971014;2949;3428;3124;738.86357;NNW;6.371290649;44.95247543;G006370E44952N;15;0
0.011;0.5889;Glacier d'Alvau_3;2015;Ecrins;3116.5;3093;3159;3107;158.08768;WSW;6.337624589;44.94406298;G006338E44942N;15;270
0.0076;0.4329;Glacier d'Alvau_4;2015;Ecrins;3208.4;3186;3226;3220;93.01254;WSW;6.339329557;44.94373025;G006338E44942N;15;270
0.0085;0.5022;Glacier d'Alvau_6;2015;Ecrins;3191.4;3157;3212;3191;106.38487;WSW;6.339083832;44.94206216;G006338E44942N;15;270
0.0152;0.8958;Glacier de la Breche d'Alvau;2015;Ecrins;3167.090909;3126;3245;3149;222.60615;S;6.350267502;44.94166124;G006347E44941N;15;180
1.8767;11.7219;Glacier de Bonne Pierre_1;2015;Ecrins;2787.046968;2420;3274;2794;3525.35174;W;6.339463586;44.93175246;G006337E44931N;15;270
0.1156;3.1151;Glacier de la Vera Pervoz;2015;Ecrins;2904.121622;2749;3142;2914;724.78965;W;6.330821554;44.92082689;G006329E44919N;15;270
0.6728;7.828;Glacier du vallon de la Pilatte_1;2015;Ecrins;3446.417062;3089;3745;3456.5;1330.1198;SW;6.349101393;44.91918075;G006347E44919N;15;225
0.022;0.9845;Glacier Blanc_2;2015;Ecrins;3551.866667;3512;3594;3550;234.04891;E;6.364319911;44.94293951;G006382E44944N;15;90
4.703;29.7331;Glacier Blanc_1;2015;Ecrins;3196.086897;2456;3748;3187;5735.97133;E;6.37647643;44.93782946;G006382E44944N;15;90
0.0359;1.4983;Glacier de Combeynot_1;2015;Ecrins;2750.809524;2688;2876;2735;368.27428;N;6.415522815;45.01734052;G006414E45017N;15;0
0.0152;0.7146;Glacier de Burlan;2015;Ecrins;2765.6;2703;2808;2769;191.07816;N;6.217640391;44.97014379;G006217E44970N;15;0
0.0309;1.0552;Glacier Suspendu;2015;Haute Vallee de l'Isere;3072.55;3050;3112;3066.5;289.99782;S;6.223658846;44.96614201;G006866E45505N;15;180
0.0884;2.4176;Glacier Ouest du Diable;2015;Ecrins;2924.303571;2793;3145;2888.5;545.9826;NNW;6.239103753;44.9700515;G006239E44970N;15;0
0.1573;3.08;Glacier Est du Diable;2015;Ecrins;2817.686869;2710;2945;2801;327.89466;N;6.248016057;44.97121605;G006247E44972N;15;0
0.2136;5.1704;Glacier de la Selle_6;2015;Ecrins;2948.336;2752;3216;2936;685.26061;NNW;6.257234147;44.97280628;G006256E44974N;15;0
0.1449;2.8947;Glacier de la Selle_5;2015;Ecrins;2986.265957;2850;3245;2952;513.47939;NNW;6.267253333;44.97732716;G006256E44974N;15;0
0.0593;1.9064;Glacier de la Gandoliere_1_1;2015;Ecrins;3149;2987;3254;3152.5;559.53991;ENE;6.274390633;44.97594428;G006278E44975N;15;90
0.0014;0.1806;Glacier de la Gandoliere_2;2015;Ecrins;3147.5;3145;3150;3147.5;43.66564;ENE;6.275603589;44.97296777;G006278E44975N;15;90
0.0137;0.5591;Glacier de la Gandoliere_1_2;2015;Ecrins;3090.125;3073;3106;3091;96.35565;ENE;6.277695427;44.9723494;G006278E44975N;15;90
0.0211;0.867;Glacier Nord du Plaret;2015;Ecrins;3336.384615;3294;3370;3341;201.50907;SSE;6.270120772;44.97248509;G006269E44973N;15;180
0.077;1.9646;Glacier du Plaret_2;2015;Ecrins;3207.955556;3123;3327;3211;268.04432;ESE;6.264826623;44.96959437;G006266E44965N;15;90
0.1991;3.9403;Glacier du Plaret_1;2015;Ecrins;3053.504;2939;3183;3053;402.44785;ESE;6.265653011;44.96234617;G006266E44965N;15;90
0.0808;2.0575;Glacier d'Arena;2015;Ecrins;2970.604167;2801;3137;2966;497.3247;NE;6.269088663;44.95652501;G006270E44957N;15;45
0.0177;0.7149;Glacier de l'Arena Suspendu;2015;Ecrins;2982.818182;2944;3029;2981;172.21984;NE;6.273019307;44.954088;G006272E44954N;15;45
0.3098;3.8084;Glacier de la Selle_7;2015;Ecrins;2632.405128;2560;2728;2631;458.43332;NNW;6.258316148;44.97848248;G006256E44974N;15;0
0.1027;1.8544;Glacier de la Selle_2;2015;Ecrins;2797.666667;2717;2939;2797;308.68728;NNW;6.270985196;44.98326044;G006256E44974N;15;0
0.02;0.6966;Glacier de la Selle_3;2015;Ecrins;3095;2992;3186;3093;183.79092;NNW;6.276404267;44.9827179;G006256E44974N;15;0
0.0109;0.6807;Glacier de la Selle_4;2015;Ecrins;2990.5;2954;3019;2992;71.73081;NNW;6.2738783;44.98181473;G006256E44974N;15;0
1.2739;11.3878;Glacier de la Selle_1;2015;Ecrins;3186.755975;2942;3769;3128;2072.31863;NNW;6.277185655;44.99213459;G006256E44974N;15;0
0.0203;0.6198;Glacier de la Breche du Rateau_4;2015;Ecrins;3132.230769;3094;3172;3131;177.40524;SE;6.285914954;44.989925;G006287E44995N;15;135
0.0097;0.5976;Glacier de la Breche du Rateau_1;2015;Ecrins;3453.428571;3405;3492;3450;130.70041;SE;6.285109734;44.99540757;G006287E44995N;15;135
0.011;0.555;Glacier de la Breche du Rateau_2;2015;Ecrins;3331.833333;3300;3363;3327;208.23935;SE;6.286486675;44.99387582;G006287E44995N;15;135
0.0779;1.986;Glacier de la Breche du Rateau_3;2015;Ecrins;3181.979167;3030;3365;3182;592.59656;SE;6.288925495;44.99442144;G006287E44995N;15;135
0.0249;1.3021;Glacier des Etançons_1_3;2015;Ecrins;3516.277778;3425;3587;3521;239.67528;SE;6.287454662;44.99805984;G006293E44998N;15;135
0.2748;4.4231;Glacier des Etançons_1_2;2015;Ecrins;3179.867052;2969;3486;3161;834.02148;SE;6.293304125;44.99845651;G006293E44998N;15;135
0.1334;2.1207;Glacier des Etançons_1_1;2015;Ecrins;3165.52439;3080;3277;3155.5;500.10006;SE;6.300806186;45.00141323;G006293E44998N;15;135
0.016;0.6938;Glacier Carre;2015;Ecrins;3306.222222;3272;3335;3313;197.99564;ESE;6.306030721;45.00372919;G006306E45004N;15;90
0.5751;8.7744;Glacier des Etançons_2_1;2015;Ecrins;3228.670391;3000;3595;3187;822.77608;WSW;6.31507944;44.99837154;G006315E44998N;15;270
0.13;2.4744;Glacier superieur des Cavales;2015;Ecrins;3339.061728;3165;3543;3331;665.35392;SSE;6.325092159;44.99589925;G006324E44995N;15;180
0.0209;1.4766;Glacier des Etançons_2_2;2015;Ecrins;3190.642857;2999;3294;3213.5;450.2436;WSW;6.316953631;44.9919521;G006315E44998N;15;270
0.015;1.0512;Glacier des Etançons_2_3;2015;Ecrins;3130.222222;3057;3217;3130;216.5656;WSW;6.315169643;44.98791394;G006315E44998N;15;270
0.1024;2.6908;Glacier Ouest de la Selle;2015;Ecrins;3258.636364;3067;3429;3268.5;572.56132;SSW;6.260102581;44.99478094;G006260E44995N;15;180
0.0165;0.5898;Glacier Claire_3;2015;Ecrins;3352.583333;3305;3415;3352.5;122.57035;ESE;6.335604904;44.99507481;G006337E44995N;15;90
0.0175;0.6781;Glacier Claire_ 1_2;2015;Ecrins;3259.4;3231;3294;3259;160.24784;ESE;6.339064606;44.99658375;G006336E44998N;15;90
0.0591;1.6991;Glacier Claire_1_1;2015;Ecrins;3531.081081;3370;3651;3537;444.00069;ESE;6.334408823;44.99727768;G006336E44998N;15;90
0.0412;1.1477;Glacier Claire_ 2;2015;Ecrins;3313.086957;3265;3361;3309;311.56982;SW;6.344624204;44.99641506;G006344E44997N;15;225
0.0695;1.1965;Glacier du Fauteuil;2015;Ecrins;3022.822222;2981;3167;3000;291.92683;N;6.353553685;45.00305739;G006354E45003N;15;0
0.0396;1.1352;Glacier du Clot Boucharet;2015;Ecrins;2939.961538;2816;3090;2935;368.07207;ENE;6.360364267;45.00032229;G006361E45000N;15;90
0.2111;3.2362;Glacier du Lautaret_2;2015;Ecrins;2431.80303;2260;2695;2430;817.08208;N;6.350564832;45.0098373;G006345E45004N;15;0
0.1847;4.3654;Glacier d'Armande;2015;Ecrins;3029.452991;2706;3384;3068;1147.85348;N;6.344483969;45.00210476;G006345E45004N;15;0
0.1917;4.3319;Glacier superieur du Lautaret;2015;Ecrins;3265.912;3074;3434;3277;1296.27172;N;6.334064195;45.00059511;G006345E45004N;15;0
0.806;7.4076;Glacier du Lautaret_1;2015;Ecrins;3038.369352;2567;3512;3034;1830.12484;N;6.333750036;45.00464717;G006345E45004N;15;0
0.0113;0.4979;Glacier du Bec_1;2015;Ecrins;3227.833333;3211;3247;3227.5;114.78946;NNE;6.329416994;45.01848571;G006330E45020N;15;0
0.0289;0.8744;Glacier du Bec_2_1;2015;Ecrins;3356;3265;3423;3354;201.03231;NNE;6.33131351;45.01706876;G006330E45020N;15;0
0.0404;1.0727;Glacier de la Seille Vieille;2015;Ecrins;2930.346154;2806;3067;2915.5;338.94806;ENE;6.335804058;45.01893201;G006335E45019N;15;90
0.5924;6.8588;Glacier de l'Homme;2015;Ecrins;3214.784367;2813;3481;3268;1847.17438;N;6.325503041;45.00870099;G006345E45004N;15;0
1.1439;8.5778;Glacier du Tabuchet;2015;Ecrins;3193.2567;2773;3498;3205;1598.04513;NNE;6.320715389;45.01527337;G006321E45014N;15;0
1.5028;16.0599;Glacier de la Meije;2015;Ecrins;3191.455898;2790;3780;3203;2367.18709;NNE;6.301514868;45.00817456;G006296E45008N;15;0
0.0829;1.614;Glacier du Vallon;2015;Ecrins;3152.3;3059;3237;3151;287.52165;N;6.267790183;45.00892266;G006268E45010N;15;0
0.912;12.7273;Glacier du Rateau;2015;Ecrins;2894.578947;2434;3489;2871;1951.81207;NNE;6.281664222;45.0089412;G006284E45012N;15;0
4.6497;21.7568;Glacier de la Girose_1;2015;Ecrins;3223.742847;2708;3579;3244;2761.20914;N;6.252386693;45.00526327;G006252E45009N;15;0
2.7093;20.5276;Glacier de Mont de Lans;2015;Ecrins;3233.621302;2849;3499;3258;2146.67103;NW;6.219631612;45.00086996;G006226E45003N;15;315
0.0033;0.2813;Glacier de la Gandoliere_1_3;2015;Ecrins;2944;2922;2966;2944;62.2402;ENE;6.280631731;44.97264664;G006278E44975N;15;90
0.008;0.5577;Glacier du Says_3;2015;Ecrins;3199.2;3169;3225;3204;193.81489;N;6.321575179;44.86437407;G006319E44867N;19;0
0.0817;2.7557;Glacier du Gioberney_1;2015;Ecrins;3147.32;3040;3231;3152.5;435.18159;E;6.320278043;44.85980961;G006322E44861N;19;90
0.0064;0.357;Glacier du Gioberney_2;2015;Ecrins;3219;3198;3233;3226;87.52348;E;6.3196049;44.85848841;G006322E44861N;19;90
0.3075;4.1812;Glacier de la Condamine_1_1;2015;Ecrins;2466.507772;2338;2837;2422;816.1892;NW;6.318875229;44.84549466;G006318E44844N;19;315
0.0361;0.9896;Glacier de la Condamine_1_2;2015;Ecrins;2691.916667;2627;2771;2690.5;265.3848;NW;6.317750061;44.84110961;G006318E44844N;19;315
0.3572;4.118;Glacier des Aupillous;2015;Ecrins;2816.09589;2639;3047;2801;846.07509;NW;6.328501254;44.83019822;G006326E44830N;19;315
0.0451;1.209;Glacier du Jocelme_2;2015;Ecrins;3251.833333;3167;3393;3240;325.25967;WNW;6.334427561;44.82388218;G006342E44818N;19;270
0.0977;2.4459;Glacier du Jocelme_1_1;2015;Ecrins;3236.95082;3113;3379;3226;704.43216;WNW;6.338512156;44.8246985;G006342E44818N;19;270
0.262;3.3335;Glacier de Charbourneou_1;2015;Ecrins;2899.807453;2738;3075;2901;621.96074;NNW;6.332954446;44.80080091;G006331E44803N;19;0
0.0278;0.8784;Glacier du Queyre;2015;Ecrins;2753.611111;2704;2812;2748.5;259.53419;E;6.346132537;44.80414724;G006345E44805N;19;90
0.0738;1.5982;Glacier de Chanteloube_1;2015;Ecrins;2983.978261;2820;3133;2982;517.85291;NE;6.346518292;44.80007623;G006347E44799N;19;45
0.0299;-179769;Glacier de Chanteloube_2;2015;Ecrins;3109.142857;3069;3147;3114;177.17952;NE;6.341951473;44.79743456;G006347E44799N;19;45
0.0269;1.3329;Glacier de Chanteloube_5;2015;Ecrins;3120.117647;3031;3165;3134;336.53774;NE;6.345390565;44.79702945;G006347E44799N;19;45
0.0097;0.4596;Glacier de Chanteloube_3;2015;Ecrins;3118.833333;3108;3131;3118.5;139.92109;NE;6.344721427;44.79519891;G006347E44799N;19;45
0.0107;0.5149;Glacier de Chanteloube_4;2015;Ecrins;3028;2987;3065;3024;117.48631;NE;6.346632192;44.79525528;G006347E44799N;19;45
0.0694;1.9817;Glacier du Sirac_2;2015;Ecrins;2706.925;2615;2835;2713;457.15166;NNW;6.313357356;44.79499972;G006316E44796N;19;0
0.0054;0.3773;Glacier de Vallonpierre_2;2015;Ecrins;2850.25;2839;2879;2841.5;100.13785;NW;6.298082305;44.78741765;G006297E44784N;19;315
0.0716;1.4735;Glacier de Vallonpierre_1;2015;Ecrins;3107.717391;2989;3158;3118;376.81749;NW;6.303323577;44.78744513;G006297E44784N;19;315
0.0745;1.456;Glacier de la Veyrardonne;2015;Ecrins;2928.155556;2863;2989;2934;356.9829;SE;6.311231026;44.78605388;G006312E44785N;19;135
0.067;2.1088;Glacier du Mourre la Mine 1;2015;Ecrins;2810.159091;2619;2986;2801;728.26118;NNE;6.209980561;44.746483;G006210E44747N;19;0
0.0251;0.8717;Glacier de l'Aup_2;2015;Ecrins;2731.941176;2665;2828;2727;130.8821;N;6.194680434;44.74424209;G006197E44744N;19;0
0.0222;0.955;Glacier de l'Aup_3;2015;Ecrins;2808.833333;2753;2872;2813;252.71176;N;6.203872901;44.74414696;G006197E44744N;19;0
0.0086;0.4403;Glacier de l'Aup_4;2015;Ecrins;2961.714286;2900;3009;2970;125.69959;N;6.20355577;44.74210695;G006197E44744N;19;0
0.0423;1.2624;Glacier de l'Aup_1;2015;Ecrins;2799.68;2723;3026;2781;416.37838;N;6.199320076;44.74237426;G006197E44744N;19;0
0.0101;0.5088;Glacier de l'Aup_5;2015;Ecrins;3006.333333;2975;3026;3005;128.01103;N;6.202939764;44.74087575;G006197E44744N;19;0
0.0064;0.5568;Glacier de la Condamine_2;2015;Ecrins;2916.25;2836;2992;2918.5;206.51478;NW;6.325103163;44.84424367;G006318E44844N;19;315
0.0784;2.1289;Glacier du Sirac_1;2015;Ecrins;2915.12;2727;3026;2925.5;532.26955;NNW;6.317745711;44.79283161;G006316E44796N;19;0
2.2626;22.7411;Glacier de la Pilatte;2015;Ecrins;2933.053571;2360;3408;2984.5;2898.40755;N;6.33778816;44.85739492;G006334E44865N;19;0
0.0339;1.0944;Glacier Superieur d'Arsine;2015;Ecrins;2840.2;2761;2929;2836.5;347.00183;NNW;6.424062267;44.96256936;G006416E44959N;16;0
0.0473;1.146;Glacier de la Pyramide;2015;Ecrins;3062.4;3038;3139;3055.5;180.21622;S;6.42005253;44.94840067;G006418E44949N;16;180
0.1321;1.8568;Glacier de Seguret d'Avant_1;2015;Ecrins;3238.614458;3145;3312;3241;561.71008;E;6.460763383;44.92333122;G006462E44923N;16;90
0.1869;2.7028;Glacier de la Momie;2015;Ecrins;2976.410256;2779;3154;2979;670.021;NNE;6.403628231;44.90920683;G006402E44910N;16;0
0.8443;10.7015;Glacier du Clot de l'Homme Pelvoux Violettes_1;2015;Ecrins;3492.272727;2853;3938;3573.5;2234.16034;NE;6.406887287;44.89874396;G006408E44900N;16;45
0.0157;0.6802;Glacier de la Temple_3_1;2015;Ecrins;3216.4;3194;3251;3213;134.918;SW;6.354960791;44.90066345;G006356E44907N;16;225
0.0362;1.306;Glacier de la Temple_3_2;2015;Ecrins;3238.863636;3168;3280;3240;423.24731;SW;6.353284089;44.8984506;G006356E44907N;16;225
0.2478;3.9059;Glacier de Coste Rouge;2015;Ecrins;2894.098039;2649;3122;2870;1131.00341;W;6.350753309;44.89026823;G006351E44891N;16;270
0.4616;6.0514;Glacier de Sialouze;2015;Ecrins;3397.118056;3177;3680;3367.5;1089.48419;S;6.391814496;44.89156068;G006391E44890N;16;180
0.2136;3.2758;Glacier du Coup de Sabre_2;2015;Ecrins;3095.051095;2990;3346;3040;1014.48675;SE;6.380837093;44.88547019;G006376E44885N;16;135
0.1477;2.5134;Glacier du Coup de Sabre_1;2015;Ecrins;3287.322581;3151;3439;3280;635.33294;SE;6.374194093;44.88678662;G006376E44885N;16;135
0.0531;1.8458;Glacier Long;2015;Ecrins;3259.117647;2966;3460;3291.5;611.82192;NNW;6.348552418;44.88408662;G006348E44885N;16;0
0.0328;1.0184;Glacier Gris_1;2015;Ecrins;3013.52381;2952;3105;3006;270.68809;WNW;6.345662937;44.87965496;G006345E44877N;16;270
0.4939;6.1159;Glacier de l'Ailefroide_1;2015;Ecrins;3429.696774;3081;3705;3466;970.95753;NE;6.363968664;44.88319279;G006357E44868N;16;45
0.0385;1.0354;Glacier de la Cime du Coin;2015;Ecrins;3386.653846;3308;3441;3391.5;328.74297;W;6.349201622;44.87470838;G006349E44875N;16;270
0.046;1.5576;Glacier de l'Ailefroide_3;2015;Ecrins;3199.666667;3062;3281;3222;434.76726;NE;6.35550412;44.87045798;G006357E44868N;16;45
0.0791;2.1271;Glacier de l'Ailefroide_4;2015;Ecrins;3246.229167;3104;3377;3243.5;397.19938;NE;6.356582664;44.86773568;G006357E44868N;16;45
0.0033;0.2571;Glacier des Boeufs Rouges_2;2015;Ecrins;3248;3238;3258;3248;58.2296;N;6.3867526;44.86390241;G006389E44864N;16;0
0.0538;1.4547;Glacier du Sele_2;2015;Ecrins;3140.424242;3014;3241;3141;415.81432;NE;6.359165755;44.86452935;G006367E44861N;16;45
0.0106;0.5148;Glacier du Gioberney_3;2015;Ecrins;2984.571429;2950;3014;2983;160.06669;E;6.324489566;44.86206378;G006322E44861N;16;90
0.0074;0.4781;Glacier du Fournet_1_2;2015;Ecrins;3278.75;3253;3299;3281.5;90.08361;S;6.360516898;44.85400708;G006358E44853N;16;180
0.062;1.1896;Glacier du Fournet_1_1;2015;Ecrins;3216.428571;3144;3290;3217;325.11692;S;6.357648589;44.85277438;G006358E44853N;16;180
0.0127;0.518;Glacier du Fournet_1_3;2015;Ecrins;3202.7;3158;3249;3198.5;127.30781;S;6.354263354;44.8518625;G006358E44853N;16;180
0.0302;0.8801;Glacier Ouest des Bans;2015;Ecrins;3028.526316;2979;3085;3027;276.09261;NW;6.32950197;44.85042642;G006331E44847N;16;315
0.0372;1.056;Glacier du Fournet_2_1;2015;Ecrins;3030.96;2960;3155;3024;336.31903;S;6.350657832;44.84952727;G006358E44853N;16;180
0.0423;1.095;Glacier du Fournet_2_2;2015;Ecrins;3020.296296;2948;3095;3015;293.22695;S;6.347864957;44.84800148;G006358E44853N;16;180
0.0061;0.3597;Glacier Superieur de la Condamine_2;2015;Ecrins;3083.2;3063;3100;3087;80.53165;NW;6.329404614;44.84700027;G006318E44844N;16;315
0.0888;1.9341;Glacier des Bans;2015;Ecrins;3111.54717;2915;3344;3086;601.85525;SE;6.340873889;44.84658958;G006342E44847N;16;135
0.008;0.4184;Glacier Superieur de la Condamine_1_2;2015;Ecrins;3277.666667;3257;3300;3272.5;122.54776;NW;6.330488358;44.84439693;G006318E44844N;16;315
0.1299;2.1084;Glacier Superieur de la Condamine_1_1;2015;Ecrins;3305.410256;3122;3461;3307.5;513.62579;NW;6.332429003;44.84630627;G006318E44844N;16;315
0.0402;1.3073;Glacier du Sellar_1_1;2015;Ecrins;3089.448276;3003;3150;3095;347.4685;ENE;6.336337712;44.83520595;G006336E44835N;16;90
0.0275;0.9567;Glacier du Sellar_1_2;2015;Ecrins;2967.052632;2868;3023;2972;331.88611;ENE;6.341027326;44.83416684;G006336E44835N;16;90
0.0261;0.9311;Glacier du Sellar_2;2015;Ecrins;3044.666667;2965;3133;3042;295.32254;ENE;6.339986375;44.8315823;G006336E44835N;16;90
0.1057;2.2409;Glacier de Bonvoisin;2015;Ecrins;2910.538462;2784;3177;2865;408.83923;NE;6.343898143;44.82770149;G006345E44830N;16;45
0.1379;3.2965;Glacier des Bruyeres_1;2015;Ecrins;3095.724138;2768;3330;3109;789.72055;NE;6.352706026;44.8235946;G006353E44824N;16;45
0.0166;0.5937;Glacier du Jocelme_1_2;2015;Ecrins;3093.3;3057;3127;3094;114.6326;WNW;6.342798859;44.82166951;G006342E44818N;16;270
0.0423;1.3496;Glacier des Bruyeres_2;2015;Ecrins;3293.846154;3234;3317;3302.5;454.3414;NE;6.352018025;44.82021739;G006353E44824N;16;45
0.0243;1.0811;Glacier de Malamort;2015;Ecrins;2994.214286;2932;3031;3004;151.81314;NNE;6.356848498;44.81886838;G006358E44819N;16;0
0.1444;3.1747;Glacier de Surette;2015;Ecrins;2910.849462;2782;3127;2901;576.30339;WNW;6.342689772;44.81817584;G006342E44818N;16;270
0.139;3.8478;Glacier Subeyrar du Loup;2015;Ecrins;2974.329545;2891;3077;2958.5;605.46034;ESE;6.34770407;44.81375799;G006348E44814N;16;90
0.0098;0.5399;Glacier de Faravel_2;2015;Ecrins;2906.333333;2883;2931;2907.5;162.55197;NNE;6.409288259;44.7084028;G006406E44709N;16;0
0.0127;0.7237;Glacier de Faravel_1;2015;Ecrins;2886.25;2843;2937;2880;155.69572;NNE;6.407334516;44.70830655;G006406E44709N;16;0
0.1288;2.7181;Glacier du Coin;2015;Ecrins;3035.77381;2919;3215;3004.5;517.13927;WNW;6.348349963;44.86427725;G006347E44864N;16;270
1.4234;12.8461;Glacier du Sele_1;2015;Ecrins;3005.452381;2534;3313;3063.5;2824.14868;NE;6.366165044;44.86126257;G006367E44861N;16;45
0.159;4.6058;Glacier des Boeufs Rouges_1;2015;Ecrins;3268.255319;2884;3373;3311;1176.26313;N;6.389728643;44.86287889;G006389E44864N;16;0
0.2677;7.1531;Glacier de l'Ailefroide_2;2015;Ecrins;3272.614458;3045;3642;3209.5;864.51763;NE;6.355352921;44.87701511;G006357E44868N;16;45
0.0456;1.0372;Glacier de l'Ailefroide_5;2015;Ecrins;3445.677419;3368;3527;3443;324.32274;NE;6.369555641;44.8826583;G006357E44868N;16;45
0.0274;0.9599;Glacier Gris_2;2015;Ecrins;3101;2992;3252;3091;324.24978;WNW;6.345806613;44.87679249;G006345E44877N;16;270
0.0585;1.2348;Glacier Suspendu de l'Ailefroide;2015;Ecrins;3426.028571;3273;3559;3422;262.9515;N;6.360534438;44.88973416;G006360E44890N;16;0
3.571;29.3849;Glacier Noir_1;2015;Ecrins;2776.357753;2307;3690;2779;4458.10921;NE;6.378136735;44.90529375;G006383E44906N;16;45
0.0085;0.4367;Glacier Noir_2;2015;Ecrins;3026;2995;3058;3022;96.25437;NE;6.379875103;44.89689582;G006383E44906N;16;45
0.1217;2.4415;Glacier des Pres des Fonts;2015;Ecrins;2931.653333;2724;3092;2961;772.22653;NE;6.454415042;44.95697392;G006455E44957N;16;45
0.1086;2.7004;Glacier du Reou d'Arsine8+;2015;Ecrins;3041.39726;2858;3231;3040;769.14508;NNW;6.430606025;44.96197358;G006431E44963N;16;0
1.8679;10.3458;Glacier d'Arsine;2015;Ecrins;2707.2;2477;3172;2672;2065.27202;NNW;6.407630478;44.96010812;G006416E44959N;16;0
0.8677;8.5221;Glacier du Casset;2015;Ecrins;3189.493554;2771;3597;3171;1882.63383;NNE;6.438095622;44.95623338;G006439E44956N;16;0
0.1833;3.0492;Glacier Superieur d'Arsine;2015;Ecrins;3212.254386;2859;3498;3210.5;1012.40821;NNW;6.427825404;44.95691247;G006416E44959N;16;0
0.0509;1.113;Glacier Tuckett_1;2015;Ecrins;3341.363636;3248;3454;3342;371.24962;SSW;6.425032564;44.94972408;G006428E44950N;16;180
0.0296;0.9348;Glacier Tuckett_2;2015;Ecrins;3441.352941;3372;3551;3439;309.73005;SSW;6.428754716;44.94901063;G006428E44950N;16;180
0.0175;1.1578;Glacier Jean Gauthier_1;2015;Ecrins;3174.666667;3129;3218;3175;106.54618;W;6.431731328;44.93976743;G006431E44940N;16;270
0.3766;4.8357;Glacier du Monetier_2;2015;Ecrins;3302.267241;3062;3476;3307;956.42835;E;6.435674455;44.94680143;G006439E44949N;16;90
1.0041;9.7575;Glacier du Monetier_1;2015;Ecrins;3234.58132;2883;3462;3249;1345.73314;E;6.446162177;44.93517736;G006439E44949N;16;90
0.6342;6.3;Glacier de Seguret Foran;2015;Ecrins;3211.670854;2858;3445;3237;1580.4723;ENE;6.45762982;44.92812858;G006457E44928N;16;90
0.3387;5.3562;Glacier des Agneaux;2015;Ecrins;3305.209756;2983;3513;3329;752.97128;NNW;6.383925455;44.95814243;G006383E44960N;16;0
0.0509;1.7167;Glacier de la Roche Faurio_2;2015;Ecrins;3270.612903;3106;3431;3265;510.7132;NNW;6.376642789;44.95415488;G006370E44952N;16;0
0.2254;3.5301;Glacier du vallon de la Pilatte_2;2015;Ecrins;3181.820144;3019;3395;3170;994.60471;SW;6.351582683;44.91193596;G006347E44919N;16;225
0.0257;1.4465;Glacier des Barres_1;2015;Ecrins;2988.722222;2867;3216;2953;535.984;SSE;6.371195861;44.92382885;G006371E44924N;16;180
0.0266;0.8258;Glacier de la Grande Sagne;2015;Ecrins;3003.4;2960;3040;3009;196.86579;SSE;6.380519884;44.92800326;G006380E44927N;16;180
0.0853;1.4132;Glacier du Serre Soubeyran;2015;Ecrins;3171.321429;3069;3273;3176.5;431.57266;E;6.388510195;44.93418651;G006390E44934N;16;90
0.0211;1.1075;de Calabre;2015;Haute Vallee de l'Isere;3065.666667;3031;3104;3062;334.05173;SW;7.085089362;45.46988454;G007084E45470N;11;225
0.1107;2.2406;du Gros Caval;2015;Haute Vallee de l'Isere;3049.633803;2937;3206;3034;765.653;NNW;7.082513359;45.43688234;G007083E45437N;11;0
0.8093;6.8039;des Sources de l'Isere 1;2015;Haute Vallee de l'Isere;3090.140244;2938;3383;3071;1567.13342;NNW;7.108243594;45.44091228;G007101E45442N;11;0
0.0771;1.6041;du Pers 1;2015;Haute Vallee de l'Isere;3033.382979;2939;3142;3031;442.21299;N;7.079901308;45.43339684;G007070E45432N;11;0
0.5966;5.3975;des Sources de l'Isere 2_1;2015;Haute Vallee de l'Isere;3077.945652;2786;3387;3080;1430.97336;NNW;7.100111972;45.43733007;G007101E45442N;11;0
0.0781;2.3535;du Pers 2_1;2015;Haute Vallee de l'Isere;3008.48;2905;3144;2996.5;529.79305;NNE;7.07174685;45.43057397;G007065E45432N;11;0
0.0558;1.538;du Montet 1_1;2015;Haute Maurienne;3043.243243;2983;3099;3047;444.44122;ENE;7.077198526;45.42742503;G007075E45421N;11;90
0.0304;1.2546;de Derriere les Lacs 2;2015;Haute Maurienne;3213.875;3154;3261;3216.5;415.99045;W;7.149964046;45.42222558;G007148E45420N;11;270
0.0958;1.9554;du Grand Pisaillas 2;2015;Haute Maurienne;3171.125;3119;3234;3169;355.47421;WNW;7.06709757;45.41824045;G007062E45426N;11;270
0.0869;2.4173;du Montet 1_2;2015;Haute Maurienne;3170.773585;3110;3223;3168;335.57273;ENE;7.073580295;45.41793514;G007075E45421N;11;90
0.0866;2.0605;de Derrieres les Lacs 1;2015;Haute Maurienne;3219.76;3156;3314;3212;545.93222;W;7.152218353;45.41766567;G007148E45420N;11;270
0.8478;8.0433;des Sources de l'Arc 4;2015;Haute Maurienne;3157.042969;3004;3319;3155;1290.40915;W;7.176374706;45.40233539;G007170E45398N;11;270
0.2347;3.1271;des Sources de l'Arc 3;2015;Haute Maurienne;2984.128571;2903;3092;2984.5;968.90384;W;7.171362787;45.39031444;G007170E45398N;11;270
